Date,Team,Acquired,Relinquished,Notes
2015-02-25,Spurs,,• Reggie Williams,placed on IL
2015-02-25,Spurs,• Matt Bonner,,activated from IL
2015-02-25,Thunder,,• Steve Novak,placed on IL with appendectomy (date approximate)
2015-02-25,Timberwolves,• Kevin Garnett,,activated from IL
2015-02-25,Bulls,,• Derrick Rose,placed on IL with torn medial meniscus in righ tknee
2015-02-27,Bulls,,• Pau Gasol,placed on IL with illness
2015-02-27,Kings,,• DeMarcus Cousins,placed on IL with sprained left ankle
2015-02-27,Magic,,• Aaron Gordon,placed on IL with sprained right ankle
2015-02-27,Magic,,• Evan Fournier,placed on IL with hip injury
2015-02-27,Magic,• Maurice Harkless / Moe Harkless,,activated from IL
2015-02-27,Magic,• Roy Devyn Marble / Roy Marble (Devyn),,activated from IL
2015-02-27,Spurs,,• Jeff Ayres / Jeff Pendergraph,placed on IL
2015-02-27,Spurs,• Reggie Williams,,activated from IL
2015-02-27,Timberwolves,,• Anthony Bennett,placed on IL with sprained right ankle
2015-02-27,Timberwolves,• Robbie Hummel,,activated from IL
2015-02-28,Heat,,• Chris Andersen,placed on IL with illness
2015-02-28,Mavericks,,• Tyson Chandler,placed on IL with strained left hip
2015-02-28,Raptors,,• Kyle Lowry,placed on IL for rest
2015-02-28,Spurs,,• Reggie Williams,placed on IL
2015-02-28,Spurs,• Jeff Ayres / Jeff Pendergraph,,activated from IL
2015-02-28,Wizards,,• Kris Humphries,placed on IL with strained left groin
2015-02-28,Wizards,• Bradley Beal,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-01,Blazers,,• Allen Crabbe,placed on IL
2015-03-01,Blazers,• Joel Freeland,,activated from IL
2015-03-01,Bulls,,• Taj Gibson,placed on IL with sore left ankle
2015-03-01,Bulls,• Pau Gasol,,activated from IL
2015-03-01,Hornets,,• P.J. Hairston,placed on IL
2015-03-01,Hornets,• Bismack Biyombo,,activated from IL
2015-03-02,Heat,• Chris Andersen,,activated from IL
2015-03-02,Timberwolves,,• Robbie Hummel,placed on IL with fractured right hand
2015-03-03,Bulls,,• Jimmy Butler,placed on IL with sprained left elbow
2015-03-03,Kings,• DeMarcus Cousins,,activated from IL
2015-03-03,Knicks,,• Jose Calderon,placed on IL with sore/strained left Achilles (out for season)
2015-03-04,Celtics,,• Shavlik Randolph,placed on IL with waived
2015-03-04,Celtics,• Kelly Olynyk,,activated from IL
2015-03-04,Magic,,• Roy Devyn Marble / Roy Marble (Devyn),placed on IL with detached retina in left eye (out for season)
2015-03-04,Magic,• Aaron Gordon,,activated from IL
2015-03-04,Pacers,,• Roy Hibbert,placed on IL with elbow injury
2015-03-04,Pacers,• Shayne Whittington,,activated from IL
2015-03-05,Mavericks,,• Dwight Powell,placed on IL
2015-03-05,Mavericks,• Tyson Chandler,,activated from IL
2015-03-06,Celtics,,• Avery Bradley,placed on IL with strained left elbow
2015-03-06,Celtics,• Shavlik Randolph,,activated from IL
2015-03-06,Grizzlies,• Vince Carter,,activated from IL
2015-03-06,Mavericks,,• Devin Harris,placed on IL with right hand injury / hip injury (P)
2015-03-06,Mavericks,• Dwight Powell,,activated from IL
2015-03-06,Pacers,,• Shayne Whittington,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-06,Pacers,• Roy Hibbert,,activated from IL
2015-03-06,Raptors,,• Lucas Nogueira,placed on IL
2015-03-06,Raptors,• Kyle Lowry,,activated from IL
2015-03-06,Rockets,,• Nick Johnson,placed on IL
2015-03-06,Rockets,• Kostas Papanikolaou,,activated from IL
2015-03-07,Blazers,,• Wesley Matthews / Wes Matthews Jr.,placed on IL with torn left Achilles tendon (out for season)
2015-03-07,Blazers,• Allen Crabbe,,activated from IL
2015-03-07,Hawks,,• Kyle Korver,placed on IL
2015-03-08,Clippers,,• Jamal Crawford,placed on IL with bruised right calf
2015-03-08,Mavericks,• Chandler Parsons,,activated from IL
2015-03-08,Thunder,• Steven Adams,,activated from IL
2015-03-08,Mavericks,,• Dwight Powell,placed on IL
2015-03-09,Hawks,,• Jarell Eddie,placed on IL
2015-03-09,Hawks,• Kyle Korver,,activated from IL
2015-03-09,Heat,,• Zoran Dragic,placed on IL
2015-03-10,Mavericks,,• Greg Smith (b. 1991-01-08),placed on IL
2015-03-10,Mavericks,• Devin Harris,,activated from IL
2015-03-10,Pacers,,• C.J. Miles,placed on IL with foot injury
2015-03-10,Pacers,• Shayne Whittington,,activated from IL
2015-03-10,Pistons,,• Joel Anthony,placed on IL with groin injury
2015-03-10,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with illness
2015-03-10,Spurs,• Reggie Williams,,activated from IL
2015-03-11,Celtics,,• Isaiah Thomas,placed on IL with back injury
2015-03-11,Celtics,• Avery Bradley,,activated from IL
2015-03-11,Hornets,,• Cody Zeller,placed on IL with shoulder injury
 Date, Team, Acquired, Relinquished, Notes
2015-03-11,Hornets,• Kemba Walker,,activated from IL
2015-03-11,Nets,,• Sergey Karasev,"placed on IL with torn MCL, disloated patella in right knee (out for season)"
2015-03-11,Pistons,• Joel Anthony,,activated from IL
2015-03-11,Rockets,,• Kostas Papanikolaou,placed on IL with sprained right ankle
2015-03-11,Rockets,• Nick Johnson,,activated from IL
2015-03-11,Suns,,• Brandon Knight,placed on IL with sprained left ankle
2015-03-11,Pistons,,• Quincy Miller,placed on IL
2015-03-12,Grizzlies,,• Mike Conley Jr.,placed on IL for rest
2015-03-12,Grizzlies,,• Tony Allen,placed on IL for rest
2015-03-12,Grizzlies,• Jarnell Stokes,,activated from IL
2015-03-12,Grizzlies,• Russ Smith,,activated from IL
2015-03-12,Pacers,,• Roy Hibbert,placed on IL with elbow injury
2015-03-12,Pacers,• C.J. Miles,,activated from IL
2015-03-12,Spurs,,• Reggie Williams,placed on IL
2015-03-12,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2015-03-13,Hawks,,• (James) Mike Scott,placed on IL with fractured left big toe
2015-03-13,Hawks,• Jarell Eddie,,activated from IL
2015-03-13,Hornets,,• Al Jefferson,placed on IL with strained right knee / right calf injury (P)
2015-03-13,Hornets,• P.J. Hairston,,activated from IL
2015-03-13,Mavericks,,• Al-Farouq Aminu,placed on IL with bruised/sprained left shoulder
2015-03-13,Mavericks,• Greg Smith (b. 1991-01-08),,activated from IL
2015-03-13,Raptors,• Bruno Caboclo,,activated from IL
2015-03-13,Thunder,,• Serge Ibaka,placed on IL with right knee injury (out for season)
2015-03-13,Thunder,• Steve Novak,,activated from IL
2015-03-13,Warriors,,• Andrew Bogut,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-13,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-03-14,Grizzlies,,• Jarnell Stokes,placed on IL
2015-03-14,Grizzlies,• Tony Allen,,activated from IL
2015-03-14,Pacers,,• Donald Sloan,placed on IL with sprained toe
2015-03-14,Pacers,• Roy Hibbert,,activated from IL
2015-03-14,Warriors,• Andrew Bogut,,activated from IL
2015-03-14,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2015-03-15,Cavaliers,,• Kevin Love,placed on IL for rest
2015-03-15,Clippers,,• C.J. Wilcox,placed on IL
2015-03-15,Clippers,• Blake Griffin,,activated from IL
2015-03-15,Raptors,,• Bruno Caboclo,placed on IL
2015-03-16,Cavaliers,• Shawn Marion,,activated from IL
2015-03-16,Hawks,,• Kyle Korver,placed on IL with fractured nose
2015-03-16,Hawks,• Thabo Sefolosha,,activated from IL
2015-03-16,Hornets,,• P.J. Hairston,placed on IL
2015-03-16,Hornets,• Al Jefferson,,activated from IL
2015-03-16,Pacers,,• Shayne Whittington,placed on IL
2015-03-16,Pacers,• Donald Sloan,,activated from IL
2015-03-16,Warriors,,• Brandon Rush,placed on IL
2015-03-16,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-03-17,Pistons,,• Greg Monroe,placed on IL with strained right knee
2015-03-17,Pistons,• Quincy Miller,,activated from IL
2015-03-17,Spurs,,• Aron Baynes,placed on IL with rib injury
2015-03-17,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with sprained right ankle
2015-03-17,Spurs,• Kyle Anderson,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-17,Spurs,• Reggie Williams,,activated from IL
2015-03-18,Cavaliers,• Kevin Love,,activated from IL
2015-03-18,Celtics,,• James Young,placed on IL
2015-03-18,Hawks,,• Thabo Sefolosha,placed on IL with calf injury
2015-03-18,Mavericks,,• Greg Smith (b. 1991-01-08),placed on IL
2015-03-18,Mavericks,• Al-Farouq Aminu,,activated from IL
2015-03-18,Warriors,,• Klay Thompson,placed on IL with sprained right ankle
2015-03-18,Warriors,• Brandon Rush,,activated from IL
2015-03-18,Cavaliers,,• Joe Harris,placed on IL
2015-03-20,Bulls,• Taj Gibson,,activated from IL
2015-03-20,Clippers,,• Glen Davis,placed on IL with illness
2015-03-20,Clippers,• C.J. Wilcox,,activated from IL
2015-03-20,Grizzlies,,• Russ Smith,placed on IL
2015-03-20,Grizzlies,• Mike Conley Jr.,,activated from IL
2015-03-20,Heat,• Zoran Dragic,,activated from IL
2015-03-20,Hornets,,• Noah Vonleh,placed on IL
2015-03-20,Hornets,,• Troy Daniels,placed on IL
2015-03-20,Hornets,• Cody Zeller,,activated from IL
2015-03-20,Hornets,• P.J. Hairston,,activated from IL
2015-03-20,Kings,,• DeMarcus Cousins,placed on IL with strained right calf
2015-03-20,Spurs,• Aron Baynes,,activated from IL
2015-03-21,Grizzlies,,• Courtney Lee,placed on IL with right hand injury
2015-03-21,Grizzlies,• Russ Smith,,activated from IL
2015-03-21,Jazz,,• Grant Jerrett,placed on IL
2015-03-21,Jazz,• Ian Clark,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-21,Kings,• DeMarcus Cousins,,activated from IL
2015-03-22,Celtics,• James Young,,activated from IL
2015-03-22,Clippers,,• C.J. Wilcox,placed on IL
2015-03-22,Clippers,• Glen Davis,,activated from IL
2015-03-22,Hawks,• Kyle Korver,,activated from IL
2015-03-22,Hornets,,• Cody Zeller,placed on IL with sore right shoulder (out for season)
2015-03-22,Hornets,• Noah Vonleh,,activated from IL
2015-03-22,Mavericks,,• Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with sprained left ankle
2015-03-22,Mavericks,• Greg Smith (b. 1991-01-08),,activated from IL
2015-03-22,Raptors,,• Kyle Lowry,placed on IL with back injury / rest (DTD)
2015-03-22,Raptors,• Bruno Caboclo,,activated from IL
2015-03-23,Bulls,,• Cameron Bairstow,placed on IL with illness
2015-03-23,Bulls,,• Joakim Noah,placed on IL with general soreness
2015-03-23,Bulls,• Jimmy Butler,,activated from IL
2015-03-23,Jazz,,• Gordon Hayward,placed on IL with sprained left shoulder
2015-03-23,Jazz,• Grant Jerrett,,activated from IL
2015-03-23,Pacers,,• Rodney Stuckey,placed on IL with calf injury
2015-03-23,Pacers,• Shayne Whittington,,activated from IL
2015-03-23,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2015-03-23,Warriors,• Klay Thompson,,activated from IL
2015-03-24,Raptors,,• Bruno Caboclo,placed on IL
2015-03-24,Spurs,,• Aron Baynes,placed on IL with sprained right ankle
2015-03-24,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2015-03-24,Thunder,,• Nick Collison,placed on IL with sprained left ankle
2015-03-24,Warriors,,• Shaun Livingston,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-24,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-03-24,Raptors,• Kyle Lowry,,activated from IL
2015-03-24,Spurs,,• Kyle Anderson,placed on IL
2015-03-25,Bulls,,• Doug McDermott,placed on IL with back injury
2015-03-25,Bulls,• Cameron Bairstow,,activated from IL
2015-03-25,Bulls,• Joakim Noah,,activated from IL
2015-03-25,Celtics,,• James Young,placed on IL
2015-03-25,Celtics,• Isaiah Thomas,,activated from IL
2015-03-25,Clippers,,• Nate Robinson,placed on IL with knee injury
2015-03-25,Clippers,• C.J. Wilcox,,activated from IL
2015-03-25,Grizzlies,,• Russ Smith,placed on IL
2015-03-25,Grizzlies,• Courtney Lee,,activated from IL
2015-03-25,Hawks,• Thabo Sefolosha,,activated from IL
2015-03-25,Heat,,• Dwyane Wade,placed on IL with swelling in left knee
2015-03-25,Jazz,,• Rodney Hood,placed on IL with illness
2015-03-25,Knicks,,• Alexey Shved,placed on IL with fractured rib (out for season)
2015-03-25,Raptors,,• Kyle Lowry,placed on IL with back spasms
2015-03-25,Raptors,• Bruno Caboclo,,activated from IL
2015-03-25,Rockets,,• Patrick Beverley,placed on IL with torn ligaments in left wrist (out for season)
2015-03-25,Rockets,• Dwight Howard,,activated from IL
2015-03-25,Suns,,• Marcus Thornton (T.),placed on IL with sprained right big toe
2015-03-25,Suns,• Brandon Knight,,activated from IL
2015-03-25,Hawks,,• Austin Daye,placed on IL
2015-03-27,Hawks,,• Jeff Teague,placed on IL with sprained left ankle
2015-03-27,Hawks,• Austin Daye,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-03-27,Heat,,• Hassan Whiteside,placed on IL with hand injury
2015-03-27,Heat,• Dwyane Wade,,activated from IL
2015-03-27,Jazz,,• Grant Jerrett,placed on IL
2015-03-27,Jazz,• Gordon Hayward,,activated from IL
2015-03-27,Mavericks,,• Greg Smith (b. 1991-01-08),placed on IL
2015-03-27,Mavericks,• Dwight Powell,,activated from IL
2015-03-27,Rockets,,• Terrence Jones,placed on IL with partially collapsed lung
2015-03-27,Warriors,,• Brandon Rush,placed on IL
2015-03-27,Warriors,• Shaun Livingston,,activated from IL
2015-03-27,Rockets,• Clint Capela,,activated from IL
2015-03-28,Hornets,,• Michael Kidd-Gilchrist,placed on IL with sprained left ankle (out for season)
2015-03-28,Hornets,• Troy Daniels,,activated from IL
2015-03-28,Jazz,• Rodney Hood,,activated from IL
2015-03-28,Spurs,• Aron Baynes,,activated from IL
2015-03-28,Warriors,,• Andre Iguodala,placed on IL
2015-03-28,Warriors,• Brandon Rush,,activated from IL
2015-03-29,Clippers,,• Ekpe Udoh,placed on IL
2015-03-29,Mavericks,,• Monta Ellis,placed on IL with right calf injury
2015-03-29,Mavericks,• Greg Smith (b. 1991-01-08),,activated from IL
2015-03-29,Pacers,,• Shayne Whittington,placed on IL
2015-03-29,Pacers,• Rodney Stuckey,,activated from IL
2015-03-29,Spurs,,• Jeff Ayres / Jeff Pendergraph,placed on IL
2015-03-29,Timberwolves,• Anthony Bennett,,activated from IL
2015-03-29,Timberwolves,• Robbie Hummel,,activated from IL
2015-03-30,Grizzlies,,• Tony Allen,placed on IL with strained left hamstring
 Date, Team, Acquired, Relinquished, Notes
2015-03-30,Hawks,,• Austin Daye,placed on IL
2015-03-30,Hawks,• Jeff Teague,,activated from IL
2015-03-30,Suns,,• Brandon Knight,placed on IL with sprained left ankle (out for season)
2015-03-30,Suns,• Marcus Thornton (T.),,activated from IL
2015-03-30,Timberwolves,,• Kevin Garnett,placed on IL with sore left knee (out for season)
2015-03-30,Timberwolves,,• Nikola Pekovic,placed on IL with sprained right ankle (out for season)
2015-03-30,Grizzlies,• Jarnell Stokes,,activated from IL
2015-03-31,Clippers,,• C.J. Wilcox,placed on IL
2015-03-31,Clippers,• Ekpe Udoh,,activated from IL
2015-03-31,Hawks,,• Dennis Schroder,placed on IL with toe injury
2015-03-31,Hawks,• Austin Daye,,activated from IL
2015-03-31,Heat,,• Shabazz Napier,placed on IL with hip injury / sports hernia (out for season)
2015-03-31,Heat,• Hassan Whiteside,,activated from IL
2015-03-31,Warriors,,• Draymond Green,placed on IL with shin injury
2015-03-31,Warriors,• Andre Iguodala,,activated from IL
2015-04-01,Lakers,,• Ronnie Price,placed on IL recovering from surgery on right elbow to remove bone spurs and chips (out for season)
2015-04-01,Mavericks,,• Dwight Powell,placed on IL
2015-04-01,Mavericks,,• Greg Smith (b. 1991-01-08),placed on IL
2015-04-01,Mavericks,• Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
2015-04-01,Mavericks,• Monta Ellis,,activated from IL
2015-04-01,Nuggets,,• Darrell Arthur,placed on IL with strained right calf (out for season)
2015-04-01,Rockets,,• Donatas Motiejunas,placed on IL with sore lower back (out for season)
2015-04-01,Rockets,• Terrence Jones,,activated from IL
2015-04-01,Spurs,,• Reggie Williams,placed on IL
2015-04-01,Spurs,• Jeff Ayres / Jeff Pendergraph,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-04-01,Wizards,,• Paul Pierce,placed on IL for rest
2015-04-01,Wizards,• Kris Humphries,,activated from IL
2015-04-02,Cavaliers,,• Kevin Love,placed on IL with sore back
2015-04-02,Cavaliers,• Joe Harris,,activated from IL
2015-04-03,Blazers,,• Dorell Wright,placed on IL with fractured left hand (out for season)
2015-04-03,Bulls,,• Kirk Hinrich,placed on IL with hyperextended knee
2015-04-03,Bulls,• Doug McDermott,,activated from IL
2015-04-03,Celtics,,• Shavlik Randolph,placed on IL
2015-04-03,Celtics,• Jared Sullinger,,activated from IL
2015-04-03,Kings,,• Rudy Gay,placed on IL with concussion
2015-04-03,Lakers,,• Kobe Bryant,placed on IL recovering from surgery on right shoulder to repair torn rotator cuff (out for season)
2015-04-03,Warriors,• Draymond Green,,activated from IL
2015-04-04,Hawks,• (James) Mike Scott,,activated from IL
2015-04-04,Suns,,• Alex Len,placed on IL with fractured nose (out for season)
2015-04-04,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2015-04-04,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL for rest
2015-04-04,Suns,• Brandon Knight,,activated from IL
2015-04-04,Hawks,,• Austin Daye,placed on IL
2015-04-04,Mavericks,• Dwight Powell,,activated from IL
2015-04-05,Cavaliers,,• Joe Harris,placed on IL
2015-04-05,Cavaliers,• Kevin Love,,activated from IL
2015-04-05,Pacers,,• C.J. Watson,placed on IL with sore right elbow (out for season)
2015-04-05,Pacers,• Paul George,,activated from IL
2015-04-05,Spurs,,• Tiago Splitter,placed on IL with sore right calf
2015-04-05,Spurs,• Reggie Williams,,activated from IL (out for season)
 Date, Team, Acquired, Relinquished, Notes
2015-04-05,Warriors,,• Brandon Rush,placed on IL
2015-04-05,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-04-07,Clippers,,• Ekpe Udoh,placed on IL
2015-04-07,Clippers,• Jamal Crawford,,activated from IL
2015-04-07,Hawks,,• Paul Millsap,placed on IL with shoulder injury
2015-04-07,Hawks,• Dennis Schroder,,activated from IL
2015-04-07,Kings,,• DeMarcus Cousins,placed on IL with sore right foot (out for season)
2015-04-07,Kings,• Rudy Gay,,activated from IL
2015-04-07,Suns,,• Brandon Knight,placed on IL with sprained left ankle (out for season)
2015-04-07,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2015-04-07,Warriors,• Brandon Rush,,activated from IL
2015-04-07,Suns,• Alex Len,,activated from IL
2015-04-08,Bulls,,• Cameron Bairstow,placed on IL
2015-04-08,Bulls,• Derrick Rose,,activated from IL
2015-04-08,Bulls,• Kirk Hinrich,,activated from IL
2015-04-08,Hawks,,• John Jenkins,placed on IL with illness
2015-04-08,Hawks,• Austin Daye,,activated from IL
2015-04-08,Magic,• Evan Fournier,,activated from IL
2015-04-08,Nuggets,,• Jameer Nelson,placed on IL with hip flexor injury (out for season)
2015-04-08,Pacers,,• Chris Copeland,placed on IL with abdominal injuries from stabbing (out for season)
2015-04-08,Pistons,,• Spencer Dinwiddie,placed on IL with sprained left ankle (out for season)
2015-04-08,Pistons,• Greg Monroe,,activated from IL
2015-04-08,Raptors,,• Amir Johnson,placed on IL with sprained right ankle
2015-04-08,Raptors,• Lucas Nogueira,,activated from IL
2015-04-08,Rockets,• Kostas Papanikolaou,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-04-08,Spurs,,• Marco Belinelli,placed on IL with sore left groin
2015-04-08,Wizards,,• John Wall (Hildred),placed on IL for rest
2015-04-08,Wizards,• Paul Pierce,,activated from IL
2015-04-08,Nuggets,• Darrell Arthur,,activated from IL
2015-04-08,Pacers,• C.J. Watson,,activated from IL
2015-04-08,Nuggets,,• Shavlik Randolph,placed on IL
2015-04-08,Spurs,• Kyle Anderson,,activated from IL
2015-04-09,Bulls,,• Jimmy Butler,placed on IL with calf injury
2015-04-09,Bulls,• Cameron Bairstow,,activated from IL
2015-04-09,Warriors,,• Leandro Barbosa,placed on IL with Achilles injury
2015-04-09,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-04-10,Cavaliers,,• Iman Shumpert,placed on IL with sore right quadriceps
2015-04-10,Grizzlies,,• Mike Conley Jr.,placed on IL with sprained foot
2015-04-10,Grizzlies,• Russ Smith,,activated from IL
2015-04-10,Hawks,,• Thabo Sefolosha,"placed on IL with fractured fibula, ligament damage in leg (out for season)"
2015-04-10,Hawks,• John Jenkins,,activated from IL
2015-04-10,Jazz,,• Trey Burke,placed on IL with back injury
2015-04-10,Jazz,• Grant Jerrett,,activated from IL
2015-04-10,Magic,,• Ben Gordon,placed on IL
2015-04-10,Magic,• Luke Ridnour,,activated from IL
2015-04-10,Mavericks,,• Rajon Rondo,placed on IL for rest
2015-04-10,Mavericks,• Greg Smith (b. 1991-01-08),,activated from IL
2015-04-10,Pelicans,,• Jeff Withey,placed on IL
2015-04-10,Pelicans,• Jrue Holiday,,activated from IL
2015-04-10,Raptors,,• Lucas Nogueira,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2015-04-10,Raptors,• Kyle Lowry,,activated from IL
2015-04-10,Spurs,,• Kyle Anderson,placed on IL
2015-04-10,Spurs,• Marco Belinelli,,activated from IL
2015-04-10,Thunder,• Nick Collison,,activated from IL
2015-04-10,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2015-04-10,Cavaliers,• Joe Harris,,activated from IL
2015-04-11,Blazers,,• Arron Afflalo,placed on IL with strained right shoulder (out for season)
2015-04-11,Bulls,,• Cameron Bairstow,placed on IL
2015-04-11,Bulls,• Jimmy Butler,,activated from IL
2015-04-12,Cavaliers,,• Kevin Love,placed on IL for rest
2015-04-12,Cavaliers,• Iman Shumpert,,activated from IL
2015-04-12,Mavericks,,• Devin Harris,placed on IL for rest
2015-04-12,Mavericks,• Rajon Rondo,,activated from IL
2015-04-12,Spurs,,• Matt Bonner,placed on IL with strained right calf
2015-04-12,Spurs,• Kyle Anderson,,activated from IL
2015-04-12,Wizards,,• DeJuan Blair,placed on IL
2015-04-12,Wizards,• John Wall (Hildred),,activated from IL
2015-04-13,Cavaliers,• Kevin Love,,activated from IL
2015-04-14,Clippers,,• Austin Rivers,placed on IL
2015-04-14,Raptors,,• Bruno Caboclo,placed on IL
2015-04-14,Raptors,• Amir Johnson,,activated from IL
2015-04-14,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with shoulder injury
2015-04-14,Wizards,• DeJuan Blair,,activated from IL
2015-04-15,Bulls,,• Joakim Noah,placed on IL with sore left knee
2015-04-15,Cavaliers,,• LeBron James,placed on IL for rest
 Date, Team, Acquired, Relinquished, Notes
2015-04-15,Celtics,,• Avery Bradley,placed on IL with quadriceps injury
2015-04-15,Celtics,,• Isaiah Thomas,placed on IL
2015-04-15,Celtics,• Chris Babb,,activated from IL
2015-04-15,Hawks,,• (James) Mike Scott,placed on IL with back injury
2015-04-15,Hawks,• Paul Millsap,,activated from IL
2015-04-15,Jazz,,• Gordon Hayward,placed on IL with Achilles injury (out for season)
2015-04-15,Jazz,• Trey Burke,,activated from IL
2015-04-15,Mavericks,,• Devin Harris,placed on IL with left big toe injury
2015-04-15,Mavericks,• Monta Ellis,,activated from IL
2015-04-15,Pelicans,,• Jeff Withey,placed on IL
2015-04-15,Warriors,,• David Lee,placed on IL with back injury
2015-04-15,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-04-15,Cavaliers,• Joe Harris,,activated from IL
2015-04-15,Celtics,• James Young,,activated from IL
2015-04-18,Bulls,,• Kirk Hinrich,placed on IL with sprained left knee
2015-04-18,Bulls,• Joakim Noah,,activated from IL
2015-04-18,Mavericks,,• Dwight Powell,placed on IL
2015-04-18,Mavericks,,• Greg Smith (b. 1991-01-08),placed on IL
2015-04-18,Mavericks,• Devin Harris,,activated from IL
2015-04-18,Wizards,,• DeJuan Blair,placed on IL (out for season)
2015-04-18,Wizards,,• Garrett Temple,placed on IL
2015-04-18,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2015-04-18,Warriors,,• Ognjen Kuzmic / Ognen Kuzmic,placed on IL
2015-04-19,Cavaliers,,• Joe Harris,placed on IL
2015-04-19,Cavaliers,• LeBron James,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2015-04-19,Celtics,,• Chris Babb,placed on IL
2015-04-19,Celtics,,• James Young,placed on IL (out for season)
2015-04-19,Celtics,• Avery Bradley,,activated from IL
2015-04-19,Clippers,,• Jordan Hamilton,placed on IL with concussion
2015-04-19,Grizzlies,,• Jarnell Stokes,placed on IL (out for season)
2015-04-19,Grizzlies,,• Russ Smith,placed on IL
2015-04-19,Grizzlies,• Mike Conley Jr.,,activated from IL
2015-04-19,Grizzlies,• Tony Allen,,activated from IL
2015-04-19,Hawks,,• Austin Daye,placed on IL
2015-04-19,Hawks,• (James) Mike Scott,,activated from IL
2015-04-19,Spurs,,• Kyle Anderson,placed on IL
2015-04-19,Spurs,,• Reggie Williams,placed on IL
2015-04-19,Spurs,• Matt Bonner,,activated from IL
2015-04-19,Spurs,• Tiago Splitter,,activated from IL
2015-04-21,Mavericks,,• Chandler Parsons,placed on IL with sprained right knee (out for season)
2015-04-21,Mavericks,,• Devin Harris,placed on IL with left big toe injury (out for season)
2015-04-21,Mavericks,• Dwight Powell,,activated from IL
2015-04-21,Mavericks,• Greg Smith (b. 1991-01-08),,activated from IL
2015-04-22,Nets,,• Earl Clark,placed on IL
2015-04-22,Nets,• Mirza Teletovic,,activated from IL
2015-04-23,Bulls,,• Nikola Mirotic,placed on IL with strained left knee/quadriceps
2015-04-23,Bulls,• Kirk Hinrich,,activated from IL
2015-04-23,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL with flu
2015-04-23,Warriors,• David Lee,,activated from IL
2015-04-24,Mavericks,,• Rajon Rondo,placed on IL with sore back (out for season)
 Date, Team, Acquired, Relinquished, Notes
2015-04-24,Mavericks,• Devin Harris,,activated from IL
2015-04-25,Blazers,• Arron Afflalo,,activated from IL
2015-04-25,Bulls,,• Cameron Bairstow,placed on IL
2015-04-25,Bulls,• Nikola Mirotic,,activated from IL
2015-04-25,Grizzlies,,• Beno Udrih,placed on IL with sprained right ankle
2015-04-25,Grizzlies,• Russ Smith,,activated from IL
2015-04-25,Nets,,• Cory Jefferson,placed on IL (out for season)
2015-04-25,Nets,• Earl Clark,,activated from IL
2015-04-25,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-04-27,Grizzlies,,• Mike Conley Jr.,placed on IL recovering from surgery to repair facial fracture near left eye
2015-04-27,Grizzlies,• Beno Udrih,,activated from IL
2015-05-03,Warriors,,• Brandon Rush,placed on IL
2015-05-03,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2015-05-03,Wizards,,• Will Bynum,placed on IL
2015-05-03,Wizards,• Garrett Temple,,activated from IL
2015-05-04,Cavaliers,,• Kevin Love,placed on IL recoveruing from surgery on left shoulder to repair separation (out for season)
2015-05-04,Cavaliers,• Joe Harris,,activated from IL
2015-05-04,Clippers,,• Chris Paul,placed on IL with strained hamstring
2015-05-04,Clippers,• Jordan Hamilton,,activated from IL
2015-05-05,Grizzlies,,• Russ Smith,placed on IL
