Date,Team,Acquired,Relinquished,Notes
2013-03-13,Pacers,• Miles Plumlee,,activated from IL
2013-03-14,Knicks,,• Carmelo Anthony,placed on IL with sore right knee
2013-03-14,Spurs,,• Aron Baynes,placed on IL
2013-03-14,Spurs,• Tim Duncan,,activated from IL
2013-03-14,Clippers,• Trey Thompkins,,activated from IL
2013-03-16,Jazz,,• Kevin Murphy,placed on IL
2013-03-16,Jazz,• Jamaal Tinsley,,activated from IL
2013-03-16,Wizards,• Bradley Beal,,activated from IL
2013-03-17,Clippers,,• Ronny Turiaf,placed on IL with left knee injury
2013-03-17,Nets,,• Tyshawn Taylor,placed on IL
2013-03-17,Nets,• Joe Johnson,,activated from IL
2013-03-17,Rockets,,• Tim Ohlbrecht,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2013-03-17,Rockets,• Terrence Jones,,activated from IL
2013-03-18,Blazers,,• Victor Claver,placed on IL with sprained left ankle
2013-03-18,Nets,,• Tornike Shengelia,placed on IL
2013-03-18,Pacers,,• David West,placed on IL with sprained back
2013-03-18,Pacers,• Ben Hansbrough,,activated from IL
2013-03-18,Wizards,• A.J. Price,,activated from IL
2013-03-18,Cavaliers,• Kevin Jones,,activated from IL
2013-03-19,Bucks,,• Ersan Ilyasova,placed on IL with back injury
2013-03-19,Bucks,• Joel Przybilla,,activated from IL
2013-03-19,Thunder,,• Hasheem Thabeet,placed on IL with sore lower back
2013-03-19,Thunder,• DeAndre Liggins,,activated from IL
2013-03-19,Thunder,• Jeremy Lamb,,activated from IL
2013-03-20,Knicks,,• Kurt Thomas,placed on IL with right foot injury
2013-03-20,Knicks,• Carmelo Anthony,,activated from IL
2013-03-20,Mavericks,,• Rodrigue Beaubois,placed on IL recovering from surgery on left hand to repair fractured bone (out for season)
2013-03-20,Spurs,,• Gary Neal,placed on IL
2013-03-20,Spurs,• Aron Baynes,,activated from IL
2013-03-20,Thunder,,• DeAndre Liggins,placed on IL
2013-03-20,Thunder,,• Jeremy Lamb,placed on IL
2013-03-20,Thunder,• Daniel Orton,,activated from IL
2013-03-20,Thunder,• Hasheem Thabeet,,activated from IL
2013-03-20,Mavericks,• Shawn Marion,,activated from IL
2013-03-21,Bulls,• Taj Gibson,,activated from IL
2013-03-21,Nuggets,,• Wilson Chandler,placed on IL with separated left shoulder
2013-03-21,Nuggets,• Julyan Stone,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-03-21,Timberwolves,• Chase Budinger,,activated from IL
2013-03-22,Lakers,• Pau Gasol,,activated from IL
2013-03-22,Rockets,,• Terrence Jones,placed on IL
2013-03-22,Rockets,• Tim Ohlbrecht,,activated from IL
2013-03-22,Spurs,,• Aron Baynes,placed on IL
2013-03-22,Spurs,• (William) Tony Parker,,activated from IL
2013-03-22,Thunder,,• Perry Jones III,placed on IL
2013-03-22,Thunder,• DeAndre Liggins,,activated from IL
2013-03-22,Timberwolves,,• Kevin Love,placed on IL recovering from surgery to repair fractured right hand/finger (out for season)
2013-03-23,Clippers,,• Chauncey Billups,placed on IL with groin injury
2013-03-23,Clippers,,• DaJuan Summers,placed on IL
2013-03-23,Clippers,• Eric Bledsoe,,activated from IL
2013-03-23,Clippers,• Ronny Turiaf,,activated from IL
2013-03-24,Bucks,,• Joel Przybilla,placed on IL
2013-03-24,Bucks,• Ersan Ilyasova,,activated from IL
2013-03-24,Heat,,• Dwyane Wade,placed on IL with sore right knee
2013-03-24,Heat,• Juwan Howard,,activated from IL
2013-03-24,Thunder,,• Daniel Orton,placed on IL
2013-03-24,Thunder,• Jeremy Lamb,,activated from IL
2013-03-25,Nuggets,,• Ty Lawson,placed on IL with sore heel
2013-03-25,Nuggets,• Wilson Chandler,,activated from IL
2013-03-27,Blazers,• Victor Claver,,activated from IL
2013-03-27,Bobcats,,• Brendan Haywood,placed on IL with stress reaction in left foot (out for season)
2013-03-27,Bobcats,• DeSagana Diop,,activated from IL
2013-03-27,Bucks,,• Ishmael Smith / Ish Smith,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2013-03-27,Bucks,• Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
2013-03-27,Clippers,,• Maalik Wayns,placed on IL
2013-03-27,Clippers,• Chauncey Billups,,activated from IL
2013-03-27,Heat,,• Juwan Howard,placed on IL
2013-03-27,Heat,• Dwyane Wade,,activated from IL
2013-03-27,Nuggets,,• Julyan Stone,placed on IL with knee injury
2013-03-27,Nuggets,• Ty Lawson,,activated from IL
2013-03-27,Spurs,,• Patrick Mills / Patty Mills,placed on IL
2013-03-27,Spurs,• Gary Neal,,activated from IL
2013-03-27,Thunder,,• DeAndre Liggins,placed on IL
2013-03-27,Thunder,• Perry Jones III,,activated from IL
2013-03-28,Bucks,,• Gustavo Ayon,placed on IL
2013-03-28,Bucks,• Ishmael Smith / Ish Smith,,activated from IL
2013-03-28,Pacers,,• Miles Plumlee,placed on IL
2013-03-28,Pacers,• David West,,activated from IL
2013-03-29,Blazers,,• LaMarcus Aldridge,placed on IL with sprained right ankle
2013-03-29,Blazers,• Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
2013-03-29,Clippers,,• Chauncey Billups,placed on IL with strained right groin
2013-03-29,Clippers,• Maalik Wayns,,activated from IL
2013-03-29,Heat,,• Mario Chalmers,placed on IL with sprained right ankle
2013-03-29,Heat,• Juwan Howard,,activated from IL
2013-03-29,Jazz,,• Enes Kanter,placed on IL with dislocated left shoulder (out for season)
2013-03-29,Jazz,• Kevin Murphy,,activated from IL
2013-03-29,Nets,,• Joe Johnson,placed on IL with bruised right quadriceps
2013-03-29,Nets,• Tornike Shengelia,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-03-29,Nets,• Tyshawn Taylor,,activated from IL
2013-03-29,Nuggets,,• Ty Lawson,placed on IL with torn plantar fascia in right foot / right heel injury (CBC)
2013-03-29,Nuggets,• Quincy Miller,,activated from IL
2013-03-29,Pistons,,• Will Bynum,placed on IL with strained right hand
2013-03-29,Pistons,• Andre Drummond,,activated from IL
2013-03-29,Wizards,,• Bradley Beal,placed on IL with sore left ankle
2013-03-29,Wizards,• A.J. Price,,activated from IL (CBC P)
2013-03-30,Pacers,,• Gerald Green (b. 1986-01-26),placed on IL with upper respiratory infection
2013-03-30,Pacers,• Miles Plumlee,,activated from IL
2013-03-31,Cavaliers,,• Dion Waiters,placed on IL with sore left knee
2013-03-31,Cavaliers,• Kyrie Irving,,activated from IL
2013-03-31,Pistons,,• Jason Maxiell,placed on IL recovering from surgery on eye to repair detached retina (out for season)
2013-03-31,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with strained/sore right hamstring
2013-03-31,Spurs,• Patrick Mills / Patty Mills,,activated from IL
2013-03-31,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with sore right knee
2013-03-31,Wizards,• Bradley Beal,,activated from IL
2013-03-31,Pistons,• Will Bynum,,activated from IL
2013-04-01,Bucks,,• Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with illness
2013-04-01,Bucks,• Gustavo Ayon,,activated from IL
2013-04-01,Celtics,,• Kevin Garnett,placed on IL with left ankle inflammation
2013-04-01,Pacers,,• Ben Hansbrough,placed on IL
2013-04-01,Pacers,• Gerald Green (b. 1986-01-26),,activated from IL
2013-04-01,Raptors,,• Landry Fields,placed on IL with right elbow injury
2013-04-01,Raptors,• Quincy Acy,,activated from IL
2013-04-01,Rockets,,• Chandler Parsons,placed on IL with food poisoning
 Date, Team, Acquired, Relinquished, Notes
2013-04-01,Spurs,,• Tim Duncan,placed on IL with sore left knee / rest
2013-04-01,Spurs,• Aron Baynes,,activated from IL
2013-04-01,Rockets,• Terrence Jones,,activated from IL
2013-04-02,Wizards,,• Jason Collins,placed on IL
2013-04-02,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2013-04-03,Blazers,,• Nicolas Batum,placed on IL with right shoulder injury (out for season)
2013-04-03,Bucks,,• Gustavo Ayon,placed on IL
2013-04-03,Bucks,• Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
2013-04-03,Grizzlies,,• Tony Wroten Jr.,placed on IL with migraine headache
2013-04-03,Jazz,,• Kevin Murphy,placed on IL with skin infection
2013-04-03,Jazz,• Jerel McNeal,,activated
2013-04-03,Nets,,• Gerald Wallace,placed on IL with sore left foot
2013-04-03,Raptors,,• Linas Kleiza,placed on IL
2013-04-03,Raptors,• Landry Fields,,activated from IL
2013-04-03,Rockets,,• Carlos Delfino,placed on IL with sore right foot
2013-04-03,Rockets,• Chandler Parsons,,activated from IL
2013-04-03,Spurs,,• Kawhi Leonard,placed on IL with sore left knee
2013-04-03,Spurs,• Tim Duncan,,activated from IL
2013-04-03,Wizards,,• Bradley Beal,placed on IL with stress injury in right fibula (out for season)
2013-04-03,Wizards,• Jason Collins,,activated from IL
2013-04-04,Bulls,,• Taj Gibson,placed on IL with sprained left knee
2013-04-04,Nets,,• Tornike Shengelia,placed on IL
2013-04-04,Nets,,• Tyshawn Taylor,placed on IL
2013-04-04,Nets,• Gerald Wallace,,activated from IL
2013-04-04,Nets,• Joe Johnson,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-04-04,Spurs,,• Stephen Jackson,placed on IL with sprained right ankle
2013-04-04,Spurs,• Kawhi Leonard,,activated from IL
2013-04-04,Thunder,,• Perry Jones III,placed on IL
2013-04-04,Thunder,• DeAndre Liggins,,activated from IL
2013-04-05,Blazers,• LaMarcus Aldridge,,activated from IL
2013-04-05,Heat,,• Dwyane Wade,placed on IL with sprained right ankle
2013-04-05,Heat,• Mario Chalmers,,activated from IL
2013-04-05,Pacers,,• Miles Plumlee,placed on IL
2013-04-05,Pacers,• Ben Hansbrough,,activated from IL
2013-04-05,Thunder,,• Jeremy Lamb,placed on IL
2013-04-05,Thunder,• Daniel Orton,,activated from IL
2013-04-06,Bobcats,,• DeSagana Diop,placed on IL (out for season)
2013-04-06,Bucks,,• Ekpe Udoh,placed on IL with sprained right ankle
2013-04-06,Bucks,• Gustavo Ayon,,activated from IL
2013-04-06,Nets,,• Kris Humphries,placed on IL with sinus ailment
2013-04-06,Nets,• Tyshawn Taylor,,activated from IL
2013-04-06,Nuggets,,• Danilo Gallinari,placed on IL with torn ACL in left knee (out for season)
2013-04-06,Pacers,,• Ben Hansbrough,placed on IL
2013-04-06,Pacers,• Miles Plumlee,,activated from IL
2013-04-06,Spurs,,• (William) Tony Parker,placed on IL with sore neck / shin injury
2013-04-06,Spurs,,• Aron Baynes,placed on IL
2013-04-06,Spurs,• Stephen Jackson,,activated from IL
2013-04-06,Grizzlies,• Tony Wroten Jr.,,activated from IL
2013-04-07,Celtics,• Kevin Garnett,,activated from IL
2013-04-07,Grizzlies,,• Jerryd Bayless,placed on IL with sore right knee
 Date, Team, Acquired, Relinquished, Notes
2013-04-07,Jazz,• Jerel McNeal,,activated
2013-04-07,Thunder,,• Daniel Orton,placed on IL
2013-04-07,Thunder,,• DeAndre Liggins,placed on IL
2013-04-07,Thunder,• Perry Jones III,,activated from IL
2013-04-07,Grizzlies,• Tony Wroten Jr.,,activated from IL
2013-04-07,Thunder,• Jeremy Lamb,,activated from IL
2013-04-09,Bucks,,• Drew Gooden,placed on IL with illness
2013-04-09,Bucks,• Joel Przybilla,,activated from IL
2013-04-09,Bulls,,• Joakim Noah,placed on IL with plantar fasciitis in right foot
2013-04-09,Bulls,• Richard Hamilton,,activated from IL
2013-04-09,Jazz,,• Alec Burks,placed on IL
2013-04-09,Nets,,• Keith Bogans,placed on IL with back injury
2013-04-09,Nets,• Kris Humphries,,activated from IL
2013-04-09,Raptors,,• Mickael Pietrus,placed on IL
2013-04-09,Raptors,• Linas Kleiza,,activated from IL
2013-04-09,Thunder,,• Jeremy Lamb,placed on IL
2013-04-09,Thunder,,• Perry Jones III,placed on IL
2013-04-09,Thunder,• Daniel Orton,,activated from IL
2013-04-09,Thunder,• DeAndre Liggins,,activated from IL
2013-04-09,Rockets,,• Tim Ohlbrecht,placed on IL
2013-04-09,Rockets,• Carlos Delfino,,activated from IL
2013-04-10,Blazers,,• Wesley Matthews / Wes Matthews Jr.,placed on IL with sprained right ankle (out for season)
2013-04-10,Bucks,,• Ersan Ilyasova,placed on IL with illness
2013-04-10,Bucks,• Drew Gooden,,activated from IL
2013-04-10,Cavaliers,,• C.J. Miles,placed on IL with concussion
 Date, Team, Acquired, Relinquished, Notes
2013-04-10,Cavaliers,• Dion Waiters,,activated from IL
2013-04-10,Heat,,• Chris Bosh,placed on IL with illness
2013-04-10,Heat,• Jarvis Varnado,,activated from IL
2013-04-11,Thunder,,• DeAndre Liggins,placed on IL
2013-04-12,Bucks,,• Brandon Jennings,placed on IL with sore Achilles tendon
2013-04-12,Bucks,,• Larry Sanders (b. 1988-11-21),placed on IL with sore back
2013-04-12,Bucks,• Ekpe Udoh,,activated from IL
2013-04-12,Bucks,• Ersan Ilyasova,,activated from IL
2013-04-12,Grizzlies,,• Dexter Pittman,placed on IL
2013-04-12,Grizzlies,• Jerryd Bayless,,activated from IL
2013-04-12,Heat,,• Shane Battier,placed on IL with sore left knee (out for season)
2013-04-12,Heat,,• Udonis Haslem,placed on IL
2013-04-12,Heat,• Chris Bosh,,activated from IL
2013-04-12,Heat,• Dwyane Wade,,activated from IL
2013-04-12,Jazz,,• Jerel McNeal,placed on IL
2013-04-12,Jazz,• Alec Burks,,activated from IL
2013-04-12,Knicks,,• Marcus Camby,placed on IL with plantar fasciitis in left foot
2013-04-12,Nets,,• Gerald Wallace,placed on IL with heel injury
2013-04-12,Nets,• Keith Bogans,,activated from IL
2013-04-12,Nuggets,• Ty Lawson,,activated from IL
2013-04-12,Raptors,,• Jonas Valanciunas,placed on IL with strained neck
2013-04-12,Raptors,• Mickael Pietrus,,activated from IL
2013-04-12,Spurs,,• Boris Diaw,placed on IL with sprained back
2013-04-12,Spurs,• (William) Tony Parker,,activated from IL
2013-04-12,Spurs,• Aron Baynes,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-04-13,Suns,,• Diante Garrett,placed on IL
2013-04-14,Lakers,,• Kobe Bryant,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season)
2013-04-14,Pacers,,• Miles Plumlee,placed on IL
2013-04-14,Pacers,• Ben Hansbrough,,activated from IL
2013-04-15,Bucks,,• Joel Przybilla,placed on IL
2013-04-15,Bucks,• Brandon Jennings,,activated from IL
2013-04-15,Bulls,,• Vladimir Radmanovic,placed on IL with back injury
2013-04-15,Bulls,• Joakim Noah,,activated from IL
2013-04-15,Bulls,• Taj Gibson,,activated from IL
2013-04-15,Cavaliers,,• Luke Walton,placed on IL with sprained right ankle (out for season)
2013-04-15,Cavaliers,• C.J. Miles,,activated from IL
2013-04-15,Jazz,• Kevin Murphy,,activated from IL
2013-04-15,Knicks,,• Carmelo Anthony,placed on IL with left shoulder injury
2013-04-15,Knicks,• Rasheed Wallace,,activated from IL
2013-04-15,Nets,,• Deron Williams,placed on IL with left knee injury
2013-04-15,Nets,,• Jerry Stackhouse,placed on IL
2013-04-15,Nets,,• Joe Johnson,placed on IL with heel injury
2013-04-15,Nets,• Gerald Wallace,,activated from IL
2013-04-15,Nets,• Tornike Shengelia,,activated from IL
2013-04-15,Thunder,,• Derek Fisher,placed on IL with left foot injury
2013-04-15,Thunder,,• Kendrick Perkins,placed on IL with tightness in right hamstring
2013-04-15,Thunder,,• Kevin Martin,placed on IL (out for season)
2013-04-15,Thunder,• Jeremy Lamb,,activated from IL
2013-04-15,Suns,• Diante Garrett,,activated from IL
2013-04-15,Thunder,• DeAndre Liggins,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-04-15,Thunder,• Perry Jones III,,activated from IL
2013-04-16,Clippers,,• Maalik Wayns,placed on IL
2013-04-16,Clippers,• Chauncey Billups,,activated from IL
2013-04-16,Raptors,,• Linas Kleiza,placed on IL
2013-04-16,Raptors,• Jonas Valanciunas,,activated from IL
2013-04-17,Bucks,,• Ersan Ilyasova,placed on IL with wrist injury (out for season)
2013-04-17,Bucks,• Joel Przybilla,,activated from IL
2013-04-17,Celtics,• Fab Melo,,activated from IL
2013-04-17,Heat,,• Mario Chalmers,placed on IL
2013-04-17,Heat,• Udonis Haslem,,activated from IL
2013-04-17,Nets,,• Kris Joseph,placed on IL
2013-04-17,Nets,,• Tornike Shengelia,placed on IL (out for season)
2013-04-17,Nets,• Deron Williams,,activated from IL
2013-04-17,Nets,• Jerry Stackhouse,,activated from IL
2013-04-17,Nets,• Joe Johnson,,activated from IL
2013-04-17,Nuggets,,• Kenneth Faried,placed on IL with sprained left ankle
2013-04-17,Nuggets,• Julyan Stone,,activated from IL
2013-04-17,Pacers,,• George Hill,placed on IL
2013-04-17,Pacers,• Miles Plumlee,,activated from IL
2013-04-17,Spurs,,• Tiago Splitter,placed on IL with sprained left ankle
2013-04-17,Spurs,,• Tracy McGrady,placed on IL
2013-04-17,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2013-04-17,Thunder,,• Kevin Durant,placed on IL
2013-04-17,Thunder,,• Nick Collison,placed on IL (out for season)
2013-04-17,Thunder,• Derek Fisher,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-04-17,Thunder,• Kendrick Perkins,,activated from IL
2013-04-17,Grizzlies,,• Donte Greene,placed on IL
2013-04-17,Grizzlies,,• Willie Reed,placed on IL (out for season)
2013-04-20,Clippers,,• DaJuan Summers,placed on IL
2013-04-20,Clippers,,• Willie Green,placed on IL
2013-04-20,Knicks,,• Pablo Prigioni,placed on IL with sprained right ankle
2013-04-20,Knicks,• Carmelo Anthony,,activated from IL
2013-04-20,Nuggets,,• Quincy Miller,placed on IL (out for season)
2013-04-20,Warriors,,• Scott Machado,placed on IL
2013-04-21,Bucks,,• Drew Gooden,placed on IL (out for season)
2013-04-21,Bucks,,• Joel Przybilla,placed on IL
2013-04-21,Heat,,• Jarvis Varnado,placed on IL (out for season)
2013-04-21,Heat,,• Juwan Howard,placed on IL
2013-04-21,Lakers,,• Devin Ebanks,placed on IL
2013-04-21,Pacers,,• Miles Plumlee,placed on IL
2013-04-21,Rockets,,• Royce White,placed on IL
2013-04-21,Thunder,,• Daniel Orton,placed on IL
2013-04-21,Thunder,,• Jeremy Lamb,placed on IL
2013-04-22,Clippers,,• Maalik Wayns,placed on IL
2013-04-22,Clippers,• Willie Green,,activated from IL
2013-04-23,Knicks,,• Earl Barron,placed on IL
2013-04-23,Knicks,• Pablo Prigioni,,activated from IL
2013-04-23,Nuggets,• Kenneth Faried,,activated from IL
2013-04-24,Lakers,• Jordan Hill,,activated from IL
2013-04-24,Thunder,,• Perry Jones III,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2013-04-24,Thunder,• Jeremy Lamb,,activated from IL
2013-04-25,Bulls,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2013-04-25,Bulls,• Vladimir Radmanovic,,activated from IL
2013-04-25,Clippers,,• Grant Hill,placed on IL
2013-04-25,Clippers,• Maalik Wayns,,activated from IL
2013-04-25,Grizzlies,,• Jon Leuer,placed on IL
2013-04-26,Clippers,,• Blake Griffin,placed on IL with strained right hamstring (out for season)
2013-04-26,Lakers,• Devin Ebanks,,activated from IL
2013-04-27,Clippers,,• Maalik Wayns,placed on IL
2013-04-27,Clippers,• Grant Hill,,activated from IL
2013-04-27,Grizzlies,• Jon Leuer,,activated from IL
2013-04-27,Thunder,• Perry Jones III,,activated from IL
2013-04-27,Thunder,,• Russell Westbrook,placed on IL with torn lateral meniscus in right knee
2013-04-28,Spurs,,• Tiago Splitter,placed on IL with sprained left ankle
2013-04-28,Spurs,• Tracy McGrady,,activated from IL
2013-04-28,Warriors,,• David Lee,placed on IL with torn right hip flexor
2013-04-28,Warriors,• Scott Machado,,activated from IL
2013-04-29,Bulls,,• Kirk Hinrich,placed on IL with bruised left calf (out for season)
2013-04-29,Bulls,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2013-05-01,Knicks,• Marcus Camby,,activated from IL
2013-05-01,Thunder,,• Perry Jones III,placed on IL
2013-05-01,Thunder,• Daniel Orton,,activated from IL
2013-05-02,Bulls,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2013-05-02,Warriors,,• Dwayne Jones,placed on IL (out for season)
2013-05-02,Warriors,• David Lee,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-05-03,Knicks,,• Steve Novak,placed on IL with back spasms
2013-05-03,Knicks,• Earl Barron,,activated from IL
2013-05-03,Rockets,,• Carlos Delfino,placed on IL with fractured right foot (out for season)
2013-05-03,Rockets,• Tim Ohlbrecht,,activated from IL
2013-05-04,Bulls,,• Luol Deng,placed on IL with adverse reaction to medicine (out for season)
2013-05-04,Bulls,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2013-05-05,Thunder,,• Jeremy Lamb,placed on IL
2013-05-05,Thunder,• Perry Jones III,,activated from IL
2013-05-06,Spurs,,• Nando De Colo,placed on IL
2013-05-06,Spurs,• Boris Diaw,,activated from IL
2013-05-07,Knicks,,• Earl Barron,placed on IL
2013-05-07,Knicks,• Steve Novak,,activated from IL
2013-05-07,Thunder,,• Perry Jones III,placed on IL
2013-05-07,Thunder,• Jeremy Lamb,,activated from IL
2013-05-08,Spurs,,• Aron Baynes,placed on IL (out for season)
2013-05-08,Spurs,• Tiago Splitter,,activated from IL
2013-05-11,Knicks,,• James White,placed on IL
2013-05-11,Knicks,• Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2013-05-11,Thunder,,• Jeremy Lamb,placed on IL
2013-05-11,Thunder,• Perry Jones III,,activated from IL
2013-05-13,Thunder,,• Perry Jones III,placed on IL
2013-05-13,Thunder,• Jeremy Lamb,,activated from IL
2013-05-15,Thunder,,• Jeremy Lamb,placed on IL
2013-05-15,Thunder,• Perry Jones III,,activated from IL
2013-05-16,Pacers,,• George Hill,placed on IL with concussion
 Date, Team, Acquired, Relinquished, Notes
2013-05-16,Pacers,• Miles Plumlee,,activated from IL
2013-05-18,Pacers,,• Miles Plumlee,placed on IL
2013-05-18,Pacers,• George Hill,,activated from IL
2013-05-25,Grizzlies,,• Austin Daye,placed on IL
2013-05-25,Grizzlies,• Donte Greene,,activated from IL
2013-05-27,Grizzlies,,• Jon Leuer,placed on IL with sprained left ankle (out for season)
2013-05-27,Grizzlies,• Austin Daye,,activated from IL
2013-06-01,Heat,,• James Jones (b),placed on IL
2013-06-01,Heat,• Juwan Howard,,activated from IL
2013-06-03,Heat,,• Juwan Howard,placed on IL
2013-06-03,Heat,• James Jones (b),,activated from IL
2013-06-13,Spurs,,• Patrick Mills / Patty Mills,placed on IL with right foot injury (out for season)
2013-06-13,Spurs,• Nando De Colo,,activated from IL
2013-10-29,76ers,,• Jason Richardson,placed on IL recovering from surgery on left knee (out for season)
2013-10-29,76ers,,• Nerlens Noel,placed on IL recovering from surgery on left knee (out for season)
2013-10-29,Clippers,,• Maalik Wayns,placed on IL recovering from surgery on left knee to repair torn meniscus
2013-10-29,Heat,,• Greg Oden,placed on IL with surgery on knee
2013-10-29,Heat,,• Roger Mason Jr.,placed on IL
2013-10-29,Lakers,,• Elias Harris,placed on IL
2013-10-29,Lakers,,• Kobe Bryant,placed on IL recovering from surgery to repair torn left Achilles tendon
2013-10-29,Magic,,• Glen Davis,placed on IL recovering from surgery to repair fractured left foot
2013-10-29,Magic,,• Hidayet Turkoglu / Hedo Turkoglu,placed on IL
2013-10-29,Pacers,,• Danny Granger,placed on IL with strained left calf
2013-10-29,Suns,,• Emeka Okafor,placed on IL recovering from surgery on neck to repair herniated disc (out for season)
2013-10-29,Wizards,,• Otto Porter Jr.,placed on IL with strained right hip flexor
 Date, Team, Acquired, Relinquished, Notes
2013-10-30,76ers,,• Arnett Moultrie,placed on IL recovering from surgery on left ankle
2013-10-30,Blazers,,• C.J. McCollum,placed on IL recovering from surgery on left foot to repair fracture
2013-10-30,Blazers,,• Earl Watson,placed on IL with strained left calf
2013-10-30,Bobcats,,• Brendan Haywood,placed on IL recovering from surgery on left foot to repair stress fracture (out for season)
2013-10-30,Bobcats,,• James Southerland,placed on IL
2013-10-30,Bucks,,• Carlos Delfino,placed on IL recovering from recovering from surgery on right foot (out for season)
2013-10-30,Bucks,,• Ekpe Udoh,placed on IL recovering from arthroscopic surgery on right knee
2013-10-30,Cavaliers,,• Carrick Felix,placed on IL
2013-10-30,Cavaliers,,• Sergey Karasev,placed on IL with sprained left ankle
2013-10-30,Celtics,,• Rajon Rondo,placed on IL recovering from surgery on left / right (P) knee to repair torn ACL
2013-10-30,Hawks,,• Gustavo Ayon,placed on IL with strained rotator cuff in right shoulder
2013-10-30,Hawks,,• Louis Williams / Lou Williams,placed on IL recovering from surgery on right knee
2013-10-30,Heat,,• Dwyane Wade,placed on IL with sore knees
2013-10-30,Heat,• Roger Mason Jr.,,activated from IL
2013-10-30,Jazz,,• Andris Biedrins,placed on IL with sprained left (CBC) / right ankle
2013-10-30,Jazz,,• Jeremy Evans,placed on IL with strained right rotator cuff
2013-10-30,Jazz,,• Trey Burke,placed on IL recovering from surgery to repair fractured right index finger
2013-10-30,Kings,,• Carl Landry,placed on IL recovering from surgery on left hip to repair torn hip flexor muscle
2013-10-30,Kings,,• Ray McCallum Jr.,placed on IL
2013-10-30,Knicks,,• Chris Smith (c),placed on IL
2013-10-30,Knicks,,• Toure' Murry / Toure Murry,placed on IL
2013-10-30,Lakers,,• Ryan Kelly,placed on IL
2013-10-30,Mavericks,,• Brandan Wright,placed on IL with fractured left shoulder (surgery)
2013-10-30,Mavericks,,• Devin Harris,placed on IL recovering from surgery on left foot/toe
2013-10-30,Mavericks,,• Shane Larkin,placed on IL recovering from surgery to repair fractured right ankle
 Date, Team, Acquired, Relinquished, Notes
2013-10-30,Nets,,• Andrei Kirilenko,placed on IL with sore back
2013-10-30,Nuggets,,• Danilo Gallinari,placed on IL recovering from surgery on left knee to repair torn ACL
2013-10-30,Nuggets,,• Wilson Chandler,placed on IL with strained left hamstring
2013-10-30,Pelicans,,• Darius Miller,placed on IL recovering from surgery on left foot to repair stress fracture
2013-10-30,Pelicans,,• Ryan Anderson,placed on IL with fractured toe on right foot
2013-10-30,Pistons,,• Brandon Jennings,placed on IL with impacted wisdom tooth
2013-10-30,Pistons,,• Rodney Stuckey,placed on IL recovering from surgery to repair fractured right thumb
2013-10-30,Raptors,,• Aaron Gray,placed on IL
2013-10-30,Raptors,,• Quincy Acy,placed on IL
2013-10-30,Rockets,,• Isaiah Canaan,placed on IL
2013-10-30,Rockets,,• Robert Covington,placed on IL
2013-10-30,Spurs,,• Nando De Colo,placed on IL
2013-10-30,Thunder,,• Russell Westbrook,placed on IL recovering from arthroscopic surgery on right knee
2013-10-30,Timberwolves,,• A.J. Price,placed on IL
2013-10-30,Timberwolves,,• Chase Budinger,placed on IL recovering from surgery on left knee
2013-10-30,Warriors,,• Festus Ezeli,placed on IL recovering from surgery on right knee (out for season)
2013-10-30,Wizards,,• Chris Singleton,placed on IL recovering from surgery on left foot to repair fractured bone
2013-10-31,Knicks,,• Cole Aldrich,placed on IL
2013-10-31,Knicks,• Toure' Murry / Toure Murry,,activated from IL
2013-11-01,Blazers,,• Victor Claver,placed on IL
2013-11-01,Blazers,• Earl Watson,,activated from IL
2013-11-01,Bobcats,,• Al Jefferson,placed on IL with sprained right ankle
2013-11-01,Bobcats,• James Southerland,,activated from IL
2013-11-01,Cavaliers,• Sergey Karasev,,activated from IL
2013-11-01,Heat,,• Roger Mason Jr.,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2013-11-01,Heat,• Dwyane Wade,,activated from IL
2013-11-01,Nets,,• Tornike Shengelia,placed on IL
2013-11-01,Nets,,• Tyshawn Taylor,placed on IL
