Date,Team,Acquired,Relinquished,Notes
2016-01-01,Knicks,,• Cleanthony Early,placed on IL with knee injury (from gunshot wound)
 Date, Team, Acquired, Relinquished, Notes
2016-01-01,Lakers,,• Kobe Bryant,placed on IL with sore right shoulder
2016-01-01,Lakers,• Metta World Peace / Ron Artest,,activated from IL
2016-01-01,Mavericks,,• Justin Anderson,placed on IL
2016-01-01,Mavericks,• Deron Williams,,activated from IL
2016-01-01,Raptors,,• Anthony Bennett,placed on IL
2016-01-01,Wizards,• Drew Gooden,,activated from IL
2016-01-01,Hornets,• Spencer Hawes,,activated from IL
2016-01-01,Raptors,• Bruno Caboclo,,activated from IL
2016-01-02,Cavaliers,,• Sasha Kaun,placed on IL
2016-01-02,Cavaliers,• Kyrie Irving,,activated from IL
2016-01-02,Kings,• Willie Cauley-Stein,,activated from IL
2016-01-02,Mavericks,,• Devin Harris,placed on IL with strained back
2016-01-02,Mavericks,• Justin Anderson,,activated from IL
2016-01-02,Nuggets,• Danilo Gallinari,,activated from IL
2016-01-02,Pacers,,• Rakeem Christmas,placed on IL
2016-01-02,Pacers,,• Shayne Whittington,placed on IL
2016-01-02,Pacers,• Ian Mahinmi,,activated from IL
2016-01-02,Spurs,• Tim Duncan,,activated from IL (P)
2016-01-02,Suns,,• Cory Jefferson,placed on IL
2016-01-02,Suns,• Ronnie Price,,activated from IL
2016-01-02,Timberwolves,,• Damjan Rudez,placed on IL
2016-01-02,Timberwolves,• Kevin Garnett,,activated from IL
2016-01-02,Warriors,,• Leandro Barbosa,placed on IL with sprained left shoulder
2016-01-02,Spurs,,• Ray McCallum Jr.,placed on IL
2016-01-02,Warriors,• Harrison Barnes,,activated from IL (P)
 Date, Team, Acquired, Relinquished, Notes
2016-01-03,Lakers,,• Robert Sacre,placed on IL
2016-01-03,Lakers,• Tarik Black,,activated from IL
2016-01-04,Blazers,,• Luis Montero,placed on IL
2016-01-04,Blazers,• Damian Lillard,,activated from IL
2016-01-04,Celtics,,• Avery Bradley,placed on IL with sore left hip
2016-01-04,Heat,,• Hassan Whiteside,placed on IL with sore right knee
2016-01-04,Heat,• Jarnell Stokes,,activated from IL
2016-01-04,Kings,,• Duje Dukan,placed on IL (P)
2016-01-04,Kings,• Willie Cauley-Stein,,activated from IL (P)
2016-01-04,Lakers,,• D'Angelo Russell,placed on IL with illness
2016-01-04,Nets,,• Jarrett Jack,placed on IL with torn ACL in right knee (out for season)
2016-01-04,Raptors,,• DeMarre Carroll,placed on IL with sore right knee
2016-01-04,Raptors,• Delon Wright,,activated from IL
2016-01-04,Raptors,• Norman Powell,,activated from IL
2016-01-04,Spurs,,• (William) Tony Parker,placed on IL with sore right hip
2016-01-04,Thunder,,• Kevin Durant,placed on IL with sprained right big toe
2016-01-04,Thunder,• Steve Novak,,activated from IL
2016-01-04,Warriors,• Harrison Barnes,,activated from IL
2016-01-04,Warriors,• Kevon Looney,,activated from IL
2016-01-05,Bucks,,• Jerryd Bayless,placed on IL with sprained ankle
2016-01-05,Bucks,• Damien Inglis,,activated from IL
2016-01-05,Hawks,,• Justin Holiday,placed on IL
2016-01-05,Hawks,• Tim Hardaway Jr.,,activated from IL
2016-01-05,Knicks,• Louis Amundson / Lou Amundson,,activated from IL
2016-01-05,Lakers,• Robert Sacre,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-05,Mavericks,,• Justin Anderson,placed on IL
2016-01-05,Mavericks,• Devin Harris,,activated from IL
2016-01-06,Blazers,,• C.J. McCollum,placed on IL
2016-01-06,Blazers,• Luis Montero,,activated from IL
2016-01-06,Heat,,• Josh Richardson,placed on IL
2016-01-06,Heat,• Hassan Whiteside,,activated from IL
2016-01-06,Mavericks,,• Deron Williams,placed on IL for rest
2016-01-06,Mavericks,,• Dirk Nowitzki,placed on IL for rest
2016-01-06,Mavericks,• Justin Anderson,,activated from IL
2016-01-06,Mavericks,• Salah Mejri,,activated from IL
2016-01-06,Raptors,• Delon Wright,,activated from IL (P)
2016-01-06,Spurs,,• LaMarcus Aldridge,placed on IL for rest
2016-01-06,Spurs,• Rasual Butler,,activated from IL
2016-01-06,Thunder,,• Steve Novak,placed on IL
2016-01-06,Thunder,• Kevin Durant,,activated from IL
2016-01-06,Timberwolves,,• Tyus Jones,placed on IL
2016-01-06,Timberwolves,• Nikola Pekovic,,activated from IL
2016-01-06,Wizards,,• Kris Humphries,placed on IL with sore right knee
2016-01-06,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2016-01-07,Hawks,,• Lamar Patterson,placed on IL
2016-01-07,Hawks,,• Walter Tavares / Edy Tavares,placed on IL
2016-01-07,Hawks,• Justin Holiday,,activated from IL
2016-01-07,Hawks,• Tiago Splitter,,activated from IL
2016-01-07,Jazz,• Rudy Gobert,,activated from IL
2016-01-07,Lakers,,• Metta World Peace / Ron Artest,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-07,Lakers,,• Robert Sacre,placed on IL
2016-01-07,Lakers,• D'Angelo Russell,,activated from IL
2016-01-07,Lakers,• Kobe Bryant,,activated from IL
2016-01-08,Blazers,,• Luis Montero,placed on IL
2016-01-08,Blazers,• C.J. McCollum,,activated from IL
2016-01-08,Grizzlies,,• Jordan Adams,placed on IL with right knee injury (out for season)
2016-01-08,Lakers,• Metta World Peace / Ron Artest,,activated from IL
2016-01-08,Lakers,• Robert Sacre,,activated from IL
2016-01-08,Mavericks,,• John Jenkins,placed on IL
2016-01-08,Mavericks,,• Salah Mejri,placed on IL
2016-01-08,Mavericks,• Deron Williams,,activated from IL
2016-01-08,Mavericks,• Dirk Nowitzki,,activated from IL
2016-01-08,Spurs,,• Rasual Butler,placed on IL
2016-01-08,Spurs,,• Ray McCallum Jr.,placed on IL
2016-01-08,Spurs,• (William) Tony Parker,,activated from IL
2016-01-08,Spurs,• LaMarcus Aldridge,,activated from IL
2016-01-08,Suns,,• Ronnie Price,placed on IL with toe injury
2016-01-08,Lakers,,• Ryan Kelly,placed on IL
2016-01-08,Lakers,,• Tarik Black,placed on IL
2016-01-08,Grizzlies,• James Ennis,,activated from IL
2016-01-09,Hawks,,• Thabo Sefolosha,placed on IL with sore right wrist
2016-01-09,Hawks,• Lamar Patterson,,activated from IL
2016-01-09,Jazz,• Rudy Gobert,,activated from IL (P)
2016-01-10,Celtics,• Avery Bradley,,activated from IL
2016-01-10,Nuggets,,• Jameer Nelson,placed on IL with hip injury
 Date, Team, Acquired, Relinquished, Notes
2016-01-10,Nuggets,• Emmanuel Mudiay,,activated from IL
2016-01-10,Rockets,,• Donatas Motiejunas,placed on IL
2016-01-10,Rockets,,• K.J. McDaniels,placed on IL
2016-01-11,Bulls,,• Cristiano Felicio,placed on IL
2016-01-11,Bulls,• Joakim Noah,,activated from IL
2016-01-11,Heat,,• Jarnell Stokes,placed on IL
2016-01-11,Warriors,• Leandro Barbosa,,activated from IL
2016-01-12,Cavaliers,• Sasha Kaun,,activated from IL
2016-01-12,Lakers,,• Metta World Peace / Ron Artest,placed on IL
2016-01-12,Lakers,,• Robert Sacre,placed on IL
2016-01-12,Spurs,,• Matt Bonner,placed on IL
2016-01-12,Spurs,• Ray McCallum Jr.,,activated from IL
2016-01-12,Timberwolves,,• Nikola Pekovic,placed on IL
2016-01-12,Timberwolves,• Damjan Rudez,,activated from IL
2016-01-12,Lakers,• Ryan Kelly,,activated from IL
2016-01-12,Lakers,• Tarik Black,,activated from IL
2016-01-13,Clippers,,• Branden Dawson,placed on IL
2016-01-13,Clippers,• C.J. Wilcox,,activated from IL
2016-01-13,Hawks,,• Lamar Patterson,placed on IL
2016-01-13,Hawks,• Thabo Sefolosha,,activated from IL
2016-01-13,Heat,,• Goran Dragic,placed on IL with strained left calf
2016-01-13,Mavericks,,• Chandler Parsons,placed on IL for rest
2016-01-13,Mavericks,,• Wesley Matthews / Wes Matthews Jr.,placed on IL for rest
2016-01-13,Mavericks,• John Jenkins,,activated from IL
2016-01-13,Mavericks,• Salah Mejri,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-13,Nuggets,,• J.J. Hickson,placed on IL with root canal
2016-01-13,Nuggets,• Jameer Nelson,,activated from IL
2016-01-13,Timberwolves,,• Kevin Garnett,placed on IL
2016-01-13,Timberwolves,• Nikola Pekovic,,activated from IL
2016-01-13,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL with sprained toe on left foot
2016-01-13,Warriors,• Leandro Barbosa,,activated from IL
2016-01-13,Wizards,,• Marcin Gortat,placed on IL with sore left knee
2016-01-13,Wizards,• Bradley Beal,,activated from IL (P)
2016-01-14,Bulls,,• Pau Gasol,placed on IL for rest / shoulder injury
2016-01-14,Bulls,• Cristiano Felicio,,activated from IL
2016-01-14,Lakers,,• Brandon Bass,placed on IL with sore foot / ankle injury (CBC)
2016-01-14,Lakers,• Metta World Peace / Ron Artest,,activated from IL
2016-01-14,Spurs,,• Ray McCallum Jr.,placed on IL
2016-01-14,Spurs,• Rasual Butler,,activated from IL
2016-01-15,Bucks,,• Damien Inglis,placed on IL
2016-01-15,Bucks,• Jerryd Bayless,,activated from IL
2016-01-15,Bulls,,• Cristiano Felicio,placed on IL
2016-01-15,Bulls,• Pau Gasol,,activated from IL
2016-01-15,Mavericks,,• Justin Anderson,placed on IL
2016-01-15,Mavericks,• Chandler Parsons,,activated from IL
2016-01-15,Mavericks,• Wesley Matthews / Wes Matthews Jr.,,activated from IL
2016-01-15,Nuggets,,• Jusuf Nurkic,placed on IL with ankle injury / sore left knee (Y)
2016-01-15,Nuggets,• J.J. Hickson,,activated from IL
2016-01-15,Timberwolves,,• Kevin Martin,placed on IL with illness
2016-01-15,Timberwolves,• Kevin Garnett,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-15,Rockets,• K.J. McDaniels,,activated from IL
2016-01-16,Wizards,,• Bradley Beal,placed on IL for rest
2016-01-16,Wizards,• Marcin Gortat,,activated from IL
2016-01-17,Lakers,,• Larry Nance Jr.,placed on IL with sore right knee
2016-01-17,Lakers,,• Metta World Peace / Ron Artest,placed on IL
2016-01-17,Lakers,• Brandon Bass,,activated from IL
2016-01-17,Lakers,• Robert Sacre,,activated from IL
2016-01-17,Mavericks,,• Salah Mejri,placed on IL
2016-01-17,Mavericks,• John Jenkins,,activated from IL (P)
2016-01-17,Nuggets,,• J.J. Hickson,placed on IL
2016-01-17,Timberwolves,,• Damjan Rudez,placed on IL
2016-01-17,Timberwolves,• Kevin Martin,,activated from IL
2016-01-18,Bulls,,• Joakim Noah,placed on IL with surgery on left shoulder to repair separation (out for season)
2016-01-18,Bulls,• Cristiano Felicio,,activated from IL
2016-01-18,Cavaliers,,• Sasha Kaun,placed on IL
2016-01-18,Magic,,• Victor Oladipo,placed on IL with sprained knee
2016-01-18,Magic,• Victor Oladipo,,activated from IL
2016-01-18,Mavericks,,• John Jenkins,placed on IL
2016-01-18,Mavericks,• Justin Anderson,,activated from IL
2016-01-18,Wizards,,• Drew Gooden,placed on IL
2016-01-18,Wizards,• Bradley Beal,,activated from IL
2016-01-19,Nuggets,• Jusuf Nurkic,,activated from IL
2016-01-19,Timberwolves,,• Nikola Pekovic,placed on IL for rest
2016-01-19,Timberwolves,• Damjan Rudez,,activated from IL
2016-01-20,Hawks,,• Justin Holiday,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-20,Hawks,• Lamar Patterson,,activated from IL
2016-01-20,Heat,,• Chris Andersen,placed on IL with sore left knee
2016-01-20,Heat,• Jarnell Stokes,,activated from IL
2016-01-20,Mavericks,,• Dirk Nowitzki,placed on IL with right knee effusion
2016-01-20,Mavericks,,• Raymond Felton,placed on IL with left eye injury
2016-01-20,Mavericks,• John Jenkins,,activated from IL
2016-01-20,Mavericks,• Salah Mejri,,activated from IL
2016-01-20,Timberwolves,,• Kevin Garnett,placed on IL for rest
2016-01-20,Timberwolves,• Nikola Pekovic,,activated from IL
2016-01-21,Nuggets,,• Jameer Nelson,placed on IL with sprained right wrist
2016-01-21,Nuggets,• Jusuf Nurkic,,activated from IL (P)
2016-01-21,Spurs,,• (William) Tony Parker,placed on IL with right hip injury
2016-01-21,Spurs,,• Tim Duncan,placed on IL
2016-01-21,Spurs,• Matt Bonner,,activated from IL
2016-01-21,Spurs,• Ray McCallum Jr.,,activated from IL
2016-01-22,Magic,,• Roy Devyn Marble / Roy Marble (Devyn),placed on IL
2016-01-22,Magic,• Victor Oladipo,,activated from IL (CBC P)
2016-01-22,Mavericks,,• Jeremy Evans,placed on IL
2016-01-22,Mavericks,,• John Jenkins,placed on IL
2016-01-22,Mavericks,• Dirk Nowitzki,,activated from IL
2016-01-22,Mavericks,• Raymond Felton,,activated from IL
2016-01-22,Raptors,• Anthony Bennett,,activated from IL
2016-01-22,Spurs,,• LaMarcus Aldridge,placed on IL with back spasms
2016-01-22,Spurs,,• Matt Bonner,placed on IL
2016-01-22,Spurs,• (William) Tony Parker,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-22,Spurs,• Tim Duncan,,activated from IL
2016-01-22,Thunder,• Steve Novak,,activated from IL
2016-01-22,Wizards,• Drew Gooden,,activated from IL
2016-01-22,Raptors,,• Bruno Caboclo,placed on IL
2016-01-22,Thunder,,• Mitch McGary,placed on IL
2016-01-23,Hawks,• Walter Tavares / Edy Tavares,,activated from IL
2016-01-23,Pelicans,,• Eric Gordon,placed on IL recovering from surgery to repair fractured right ring finger
2016-01-23,Timberwolves,,• Damjan Rudez,placed on IL
2016-01-23,Timberwolves,• Kevin Garnett,,activated from IL
2016-01-24,Mavericks,,• Zaur Pachulia / Zaza Pachulia,placed on IL with sore right Achilles
2016-01-24,Mavericks,• John Jenkins,,activated from IL
2016-01-24,Celtics,,• James Young,placed on IL
2016-01-24,Celtics,• Terry Rozier,,activated from IL
2016-01-25,Celtics,,• R.J. Hunter,placed on IL
2016-01-25,Celtics,• James Young,,activated from IL
2016-01-25,Hawks,,• Walter Tavares / Edy Tavares,placed on IL
2016-01-25,Spurs,,• Tim Duncan,placed on IL with sore right knee
2016-01-25,Spurs,• LaMarcus Aldridge,,activated from IL
2016-01-25,Timberwolves,,• Kevin Garnett,placed on IL with sore right knee (out for season)
2016-01-25,Timberwolves,• Damjan Rudez,,activated from IL
2016-01-25,Timberwolves,• Tyus Jones,,activated from IL
2016-01-25,Wizards,• Drew Gooden,,activated from IL (P)
2016-01-25,Timberwolves,,• Adreian Payne,placed on IL
2016-01-26,76ers,,• Jahlil Okafor,placed on IL with illness
2016-01-26,76ers,• Elton Brand,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-26,Lakers,,• Kobe Bryant,placed on IL with sore shoulder
2016-01-26,Lakers,• Larry Nance Jr.,,activated from IL
2016-01-26,Mavericks,,• Devin Harris,placed on IL with sprained left big toe
2016-01-26,Mavericks,• Jeremy Evans,,activated from IL (P)
2016-01-26,Pacers,,• Rodney Stuckey,placed on IL with sprained right ankle
2016-01-26,Pacers,• Shayne Whittington,,activated from IL
2016-01-26,Thunder,,• Andre Roberson,placed on IL
2016-01-26,Wizards,,• Bradley Beal,placed on IL with fractured nose and concussion
2016-01-26,Thunder,• Mitch McGary,,activated from IL
2016-01-27,Celtics,,• Terry Rozier,placed on IL
2016-01-27,Celtics,• R.J. Hunter,,activated from IL
2016-01-27,Nuggets,• J.J. Hickson,,activated from IL
2016-01-27,Warriors,,• Festus Ezeli,placed on IL with sore left knee
2016-01-27,Warriors,• Kevon Looney,,activated from IL
2016-01-28,Bucks,,• O.J. Mayo,placed on IL with sore left hamstring
2016-01-28,Lakers,,• Louis Williams / Lou Williams,placed on IL with illness
2016-01-28,Lakers,,• Robert Sacre,placed on IL
2016-01-28,Lakers,• Kobe Bryant,,activated from IL
2016-01-28,Lakers,• Metta World Peace / Ron Artest,,activated from IL
2016-01-28,Nuggets,,• Joffrey Lauvergne,placed on IL with infection in right toe
2016-01-28,Nuggets,• Jameer Nelson,,activated from IL
2016-01-28,Wizards,• Bradley Beal,,activated from IL
2016-01-29,Heat,,• Hassan Whiteside,placed on IL with strained left hip
2016-01-29,Heat,,• Tyler Johnson,placed on IL with strained left shoulder
2016-01-29,Heat,• Goran Dragic,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-01-29,Heat,• Josh McRoberts,,activated from IL
2016-01-29,Hornets,,• Cody Zeller,placed on IL with strained right shoulder
2016-01-29,Hornets,• Michael Kidd-Gilchrist,,activated from IL
2016-01-29,Knicks,,• Jose Calderon,placed on IL with sore right groin
2016-01-29,Lakers,,• Kobe Bryant,placed on IL
2016-01-29,Lakers,,• Tarik Black,placed on IL
2016-01-29,Lakers,• Louis Williams / Lou Williams,,activated from IL
2016-01-29,Lakers,• Robert Sacre,,activated from IL
2016-01-29,Mavericks,,• John Jenkins,placed on IL
2016-01-29,Mavericks,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2016-01-29,Thunder,,• Cameron Payne,placed on IL with concussion
2016-01-29,Thunder,• Josh Huestis,,activated from IL
2016-01-30,76ers,• Jahlil Okafor,,activated from IL
2016-01-30,Nuggets,,• J.J. Hickson,placed on IL
2016-01-30,Nuggets,• Joffrey Lauvergne,,activated from IL
2016-01-30,Rockets,• Donatas Motiejunas,,activated from IL
2016-01-31,Celtics,,• R.J. Hunter,placed on IL
2016-01-31,Celtics,• Terry Rozier,,activated from IL
2016-01-31,Lakers,,• Larry Nance Jr.,placed on IL with sore right knee
2016-01-31,Lakers,• Kobe Bryant,,activated from IL
2016-01-31,Mavericks,,• Dirk Nowitzki,placed on IL for rest
2016-01-31,Mavericks,• John Jenkins,,activated from IL
2016-02-01,Hawks,,• Tiago Splitter,placed on IL with sore right hip (out for season)
2016-02-01,Mavericks,,• Salah Mejri,placed on IL with illness (P) / right knee injury (CBC Y)
2016-02-01,Mavericks,• Dirk Nowitzki,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-02-01,Nuggets,,• Jameer Nelson,placed on IL with sore/sprained left wrist
2016-02-01,Nuggets,• Joffrey Lauvergne,,activated from IL (P)
2016-02-01,Thunder,,• Josh Huestis,placed on IL
2016-02-01,Thunder,• Cameron Payne,,activated from IL
2016-02-01,Bulls,• Mike Dunleavy Jr.,,activated from IL
2016-02-01,Hawks,• Walter Tavares / Edy Tavares,,activated from IL
2016-02-02,Lakers,,• Larry Nance Jr.,placed on IL with sore right knee (P)
2016-02-02,Lakers,,• Metta World Peace / Ron Artest,placed on IL
2016-02-02,Lakers,• Kobe Bryant,,activated from IL (P)
2016-02-02,Lakers,• Tarik Black,,activated from IL
2016-02-02,Raptors,,• James Johnson,placed on IL with sprained left ankle
2016-02-02,Timberwolves,,• Nikola Pekovic,placed on IL with sore right ankle/foot (out for season)
2016-02-02,Timberwolves,• Adreian Payne,,activated from IL
2016-02-03,76ers,,• Jahlil Okafor,placed on IL
2016-02-03,Cavaliers,,• Matthew Dellavedova,placed on IL with sore/strained left hamstring
2016-02-03,Cavaliers,• Sasha Kaun,,activated from IL
2016-02-03,Celtics,,• Terry Rozier,placed on IL
2016-02-03,Celtics,• R.J. Hunter,,activated from IL
2016-02-03,Heat,• Hassan Whiteside,,activated from IL
2016-02-03,Hornets,,• P.J. Hairston,placed on IL
2016-02-03,Hornets,• Cody Zeller,,activated from IL
2016-02-03,Magic,,• Dewayne Dedmon,placed on IL with foot injury
2016-02-03,Magic,• Roy Devyn Marble / Roy Marble (Devyn),,activated from IL
2016-02-03,Mavericks,,• Deron Williams,placed on IL with bruised hip
2016-02-03,76ers,,• Elton Brand,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2016-02-04,Blazers,,• Noah Vonleh,placed on IL with sprained left ankle
2016-02-04,Blazers,• Cliff Alexander,,activated from IL
2016-02-04,Knicks,,• Thanasis Antetokounmpo,placed on IL
2016-02-04,Knicks,• Jose Calderon,,activated from IL
2016-02-04,Rockets,,• Terrence Jones,placed on IL with injuries suffered in car accident (P) / concussion (CBC Y)
2016-02-04,Kings,• Duje Dukan,,activated from IL
2016-02-04,Rockets,• Sam Dekker,,activated from IL
2016-02-05,76ers,,• Richaun Holmes,placed on IL with strained right ankle (CBC Y) /calf (P)
2016-02-05,76ers,• Elton Brand,,activated from IL
2016-02-05,Celtics,,• R.J. Hunter,placed on IL
2016-02-05,Celtics,• Terry Rozier,,activated from IL
2016-02-05,Knicks,,• Carmelo Anthony,placed on IL with sore left knee
2016-02-05,Knicks,• Thanasis Antetokounmpo,,activated from IL
2016-02-05,Magic,,• Roy Devyn Marble / Roy Marble (Devyn),placed on IL
2016-02-05,Magic,• Dewayne Dedmon,,activated from IL
2016-02-05,Mavericks,,• John Jenkins,placed on IL
2016-02-05,Mavericks,• Deron Williams,,activated from IL
2016-02-05,Mavericks,• Salah Mejri,,activated from IL
2016-02-05,Nets,• Chris McCullough,,activated from IL
2016-02-05,Nuggets,,• Mike Miller,placed on IL
2016-02-05,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL recovering from surgery to repair testicular injury
2016-02-05,Spurs,• Matt Bonner,,activated from IL
2016-02-05,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with strained left calf
2016-02-05,Grizzlies,,• Jarell Martin,placed on IL
2016-02-06,Blazers,,• Allen Crabbe,placed on IL with illness
 Date, Team, Acquired, Relinquished, Notes
2016-02-06,Blazers,• Luis Montero,,activated from IL
