Date,Team,Acquired,Relinquished,Notes
2016-11-23,Spurs,• Nicolas Laprovittola,,activated from IL
2016-11-23,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-11-23,Warriors,• Anderson Varejao,,activated from IL
2016-11-25,76ers,• Timothe Luwawu-Cabarrot,,activated from IL
2016-11-25,Bucks,,• Steve Novak,placed on IL
2016-11-25,Bucks,• Rashad Vaughn,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-11-25,Cavaliers,• Kahlil Felder / Kay Felder,,activated from IL
2016-11-25,Hornets,,• Christian Wood,placed on IL
2016-11-25,Hornets,• Cody Zeller,,activated from IL
2016-11-25,Knicks,,• Marshall Plumlee,placed on IL
2016-11-25,Knicks,• Joakim Noah,,activated from IL
2016-11-25,Magic,• Stephen Zimmerman Jr.,,activated from IL
2016-11-25,Nuggets,,• Will Barton,placed on IL with sore left ankle
2016-11-25,Pacers,• Kevin Seraphin,,activated from IL
2016-11-25,Pistons,,• Reggie Bullock,placed on IL with torn meniscus in left knee
2016-11-25,Pistons,• Michael Gbinije,,activated from IL
2016-11-25,Warriors,,• Anderson Varejao,placed on IL
2016-11-25,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-11-25,Nuggets,• Gary Harris,,activated from IL
2016-11-25,Pacers,,• Rakeem Christmas,placed on IL
2016-11-25,Rockets,,• Chinanu Onuaku,placed on IL
2016-11-25,Suns,,• Derrick Jones Jr.,placed on IL
2016-11-26,Hornets,,• Marvin Williams,placed on IL with bone bruise in left knee / hyperextended left knee (Y)
2016-11-26,Hornets,• Christian Wood,,activated from IL
2016-11-26,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL for rest
2016-11-26,Spurs,• Bryn Forbes,,activated from IL
2016-11-26,Warriors,,• Ian Clark,placed on IL with throat ailment
2016-11-26,Warriors,• Anderson Varejao,,activated from IL
2016-11-26,Wizards,,• Daniel Ochefu,placed on IL
2016-11-26,Wizards,• Ian Mahinmi,,activated from IL
2016-11-27,Bucks,,• Rashad Vaughn,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2016-11-27,Bucks,• Steve Novak,,activated from IL
2016-11-27,Magic,,• Jeff Green,placed on IL with sore lower back
2016-11-27,Nuggets,,• Gary Harris,placed on IL with right foot injury (DTD)
2016-11-27,Rockets,,• Bobby Brown,placed on IL
2016-11-27,Rockets,• Chinanu Onuaku,,activated from IL
2016-11-27,Rockets,• Kyle Wiltjer,,activated from IL
2016-11-27,Nuggets,• Will Barton,,activated from IL
2016-11-28,Celtics,• Jordan Mickey,,activated from IL
2016-11-28,Heat,,• Dion Waiters,placed on IL with strained / torn (P) right groin
2016-11-28,Heat,• Wayne Ellington,,activated from IL
2016-11-28,Hornets,,• Christian Wood,placed on IL
2016-11-28,Hornets,• Aaron Harrison,,activated from IL
2016-11-28,Raptors,,• Delon Wright,placed on IL with recovering from arthroscopic surgery on right shoulder to repair torn labrum
2016-11-28,Raptors,• Bruno Caboclo,,activated from IL
2016-11-28,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-11-28,Warriors,• Ian Clark,,activated from IL
2016-11-28,Wizards,,• Ian Mahinmi,placed on IL with sore right knee
2016-11-28,Wizards,• Daniel Ochefu,,activated from IL
2016-11-29,Magic,,• Stephen Zimmerman Jr.,placed on IL
2016-11-29,Magic,• Jeff Green,,activated from IL
2016-11-29,Rockets,,• Kyle Wiltjer,placed on IL
2016-11-29,Rockets,• Bobby Brown,,activated from IL
2016-11-29,Spurs,,• Bryn Forbes,placed on IL
2016-11-29,Spurs,,• Nicolas Laprovittola,placed on IL
2016-11-29,Spurs,• Dewayne Dedmon,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-11-29,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2016-11-30,Hawks,,• DeAndre' Bembry / DeAndre Bembry,placed on IL
2016-11-30,Hawks,• (James) Mike Scott,,activated from IL
2016-11-30,Knicks,,• Joakim Noah,placed on IL with sprained left ankle
2016-11-30,Knicks,• Marshall Plumlee,,activated from IL
2016-11-30,Mavericks,,• Dirk Nowitzki,placed on IL with strained right Achilles
2016-11-30,Mavericks,• Devin Harris,,activated from IL
2016-11-30,Pacers,,• Kevin Seraphin,placed on IL with sore left knee
2016-11-30,Pacers,• Rakeem Christmas,,activated from IL
2016-11-30,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL for rest
2016-11-30,Spurs,,• Pau Gasol,placed on IL for rest
2016-11-30,Spurs,• Bryn Forbes,,activated from IL
2016-11-30,Spurs,• Nicolas Laprovittola,,activated from IL
2016-11-30,Timberwolves,,• Brandon Rush,placed on IL with toe injury
2016-11-30,Timberwolves,• John Lucas III,,activated from IL
2016-12-01,Bucks,,• Steve Novak,placed on IL
2016-12-01,Cavaliers,,• Mike Dunleavy Jr.,placed on IL with concussion
2016-12-01,Rockets,,• Bobby Brown,placed on IL
2016-12-01,Rockets,• Kyle Wiltjer,,activated from IL
2016-12-01,Warriors,,• Anderson Varejao,placed on IL
2016-12-01,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-12-01,Bucks,• Rashad Vaughn,,activated from IL
2016-12-02,Celtics,,• Jordan Mickey,placed on IL
2016-12-02,Knicks,,• Courtney Lee,placed on IL with sprained left ankle (DTD)
2016-12-02,Knicks,• Lance Thomas,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-02,Magic,• Jodie Meeks,,activated from IL
2016-12-02,Nuggets,,• Nikola Jokic,placed on IL with sore left wrist
2016-12-02,Pistons,,• Henry Ellenson,placed on IL with sprained right ankle (DTD)
2016-12-02,Pistons,• Reggie Jackson (Shon),,activated from IL
2016-12-02,Rockets,,• Chinanu Onuaku,placed on IL
2016-12-02,Spurs,,• (William) Tony Parker,placed on IL with bruised left quadriceps
2016-12-02,Spurs,,• Bryn Forbes,placed on IL
2016-12-02,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2016-12-02,Spurs,• Pau Gasol,,activated from IL
2016-12-03,Hawks,,• Paul Millsap,placed on IL with sore left hip
2016-12-03,Hawks,• DeAndre' Bembry / DeAndre Bembry,,activated from IL
2016-12-03,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-12-03,Warriors,• Anderson Varejao,,activated from IL
2016-12-04,Knicks,• Joakim Noah,,activated from IL
2016-12-04,Pacers,,• Georges Niang,placed on IL
2016-12-04,Pacers,,• Rakeem Christmas,placed on IL
2016-12-04,Pacers,• C.J. Miles,,activated from IL
2016-12-04,Pacers,• Kevin Seraphin,,activated from IL
2016-12-04,Pistons,,• Michael Gbinije,placed on IL
2016-12-04,Pistons,• Henry Ellenson,,activated from IL
2016-12-04,Knicks,,• Maurice Ndour / Maurice N'dour,placed on IL
2016-12-05,Blazers,,• Tim Quarterman,placed on IL
2016-12-05,Blazers,• Al-Farouq Aminu,,activated from IL
2016-12-05,Cavaliers,,• Kahlil Felder / Kay Felder,placed on IL
2016-12-05,Cavaliers,• Mike Dunleavy Jr.,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-05,Celtics,,• James Young,placed on IL with illness
2016-12-05,Hawks,,• DeAndre' Bembry / DeAndre Bembry,placed on IL
2016-12-05,Hawks,• Paul Millsap,,activated from IL
2016-12-05,Lakers,,• Jose Calderon,placed on IL with strained right hamstring
2016-12-05,Spurs,,• Dejounte Murray,placed on IL
2016-12-05,Spurs,• (William) Tony Parker,,activated from IL
2016-12-05,Warriors,,• Anderson Varejao,placed on IL
2016-12-05,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-12-05,Bulls,• Doug McDermott,,activated from IL
2016-12-05,Grizzlies,• Brandan Wright,,activated from IL
2016-12-05,Nets,,• Yogi Ferrell,placed on IL
2016-12-05,Nets,• Caris LeVert,,activated from IL
2016-12-05,Celtics,• Jordan Mickey,,activated from IL
2016-12-05,Lakers,• Ivica Zubac,,activated from IL
2016-12-06,Grizzlies,,• Brandan Wright,placed on IL with left ankle injury
2016-12-06,Grizzlies,,• Mike Conley Jr.,placed on IL with sore lower back
2016-12-06,Knicks,,• Marshall Plumlee,placed on IL
2016-12-06,Knicks,• Courtney Lee,,activated from IL
2016-12-06,Pistons,,• Michael Gbinije,placed on IL
2016-12-06,Pistons,• Henry Ellenson,,activated from IL
2016-12-06,Spurs,,• (William) Tony Parker,placed on IL with bruised left knee / thigh
2016-12-06,Spurs,• Bryn Forbes,,activated from IL
2016-12-06,Timberwolves,,• John Lucas III,placed on IL
2016-12-06,Timberwolves,• Brandon Rush,,activated from IL
2016-12-07,Cavaliers,,• J.R. Smith,placed on IL with hyperextended left knee
 Date, Team, Acquired, Relinquished, Notes
2016-12-07,Cavaliers,• Kahlil Felder / Kay Felder,,activated from IL
2016-12-07,Celtics,,• Isaiah Thomas,placed on IL with sore/strained groin
2016-12-07,Celtics,• Demetrius Jackson,,activated from IL
2016-12-07,Hawks,,• Kent Bazemore,placed on IL with sore right knee
2016-12-07,Hawks,• DeAndre' Bembry / DeAndre Bembry,,activated from IL
2016-12-07,Hornets,• Marvin Williams,,activated from IL
2016-12-07,Knicks,,• Derrick Rose,placed on IL with sore/strained lower back
2016-12-07,Knicks,• Maurice Ndour / Maurice N'dour,,activated from IL
2016-12-07,Nets,• Yogi Ferrell,,activated from IL
2016-12-07,Nuggets,,• Malik Beasley,placed on IL
2016-12-07,Nuggets,• Nikola Jokic,,activated from IL
2016-12-07,Rockets,,• Donatas Motiejunas,placed on IL
2016-12-07,Hornets,,• Aaron Harrison,placed on IL
2016-12-07,Nets,,• Chris McCullough,placed on IL
2016-12-08,Blazers,,• Maurice Harkless / Moe Harkless,placed on IL with sprained left ankle
2016-12-08,Blazers,• Tim Quarterman,,activated from IL
2016-12-08,Bulls,,• R.J. Hunter,placed on IL
2016-12-08,Bulls,• Doug McDermott,,activated from IL
2016-12-08,Nuggets,,• Emmanuel Mudiay,placed on IL with sprained right ankle
2016-12-08,Nuggets,• Malik Beasley,,activated from IL
2016-12-08,Spurs,,• Bryn Forbes,placed on IL
2016-12-08,Spurs,• (William) Tony Parker,,activated from IL
2016-12-08,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-12-08,Warriors,,• Shaun Livingston,placed on IL for rest
2016-12-08,Warriors,• Anderson Varejao,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-08,Warriors,• Damian Jones,,activated from IL
2016-12-09,Celtics,,• Jordan Mickey,placed on IL
2016-12-09,Celtics,• James Young,,activated from IL
2016-12-09,Knicks,,• Maurice Ndour / Maurice N'dour,placed on IL
2016-12-09,Knicks,• Marshall Plumlee,,activated from IL
2016-12-09,Timberwolves,,• Nemanja Bjelica,placed on IL with sore right ankle
2016-12-09,Timberwolves,• John Lucas III,,activated from IL
2016-12-10,Blazers,,• Tim Quarterman,placed on IL
2016-12-10,Blazers,• Maurice Harkless / Moe Harkless,,activated from IL
2016-12-10,Cavaliers,• J.R. Smith,,activated from IL
2016-12-10,Magic,,• Nikola Vucevic,placed on IL with bruised lower back
2016-12-10,Nuggets,,• Malik Beasley,placed on IL
2016-12-10,Nuggets,• Emmanuel Mudiay,,activated from IL
2016-12-10,Warriors,,• Andre Iguodala,placed on IL
2016-12-10,Warriors,,• Kevon Looney,placed on IL with ankle injury
2016-12-10,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-12-10,Warriors,• Shaun Livingston,,activated from IL
2016-12-10,Magic,• Stephen Zimmerman Jr.,,activated from IL
2016-12-11,76ers,,• Jerryd Bayless,placed on IL with sore left wrist (out for season)
2016-12-11,76ers,• Nerlens Noel,,activated from IL
2016-12-11,Knicks,,• Kyle O'Quinn,placed on IL with sprained right ankle
2016-12-11,Knicks,• Derrick Rose,,activated from IL
2016-12-11,Lakers,,• Tarik Black,placed on IL with sprained right ankle
2016-12-11,Lakers,• D'Angelo Russell,,activated from IL
2016-12-11,Pistons,,• Kentavious Caldwell-Pope,placed on IL with bruised right knee
 Date, Team, Acquired, Relinquished, Notes
2016-12-11,Pistons,• Michael Gbinije,,activated from IL
2016-12-11,Warriors,,• Damian Jones,placed on IL
2016-12-11,Warriors,,• Zaur Pachulia / Zaza Pachulia,placed on IL with bruised right wrist
2016-12-11,Warriors,• Andre Iguodala,,activated from IL
2016-12-11,Warriors,• Kevon Looney,,activated from IL
2016-12-12,Nets,,• Justin Hamilton (b),placed on IL
2016-12-12,Nets,• Jeremy Lin,,activated from IL
2016-12-12,Pacers,,• Monta Ellis,placed on IL with strained right groin
2016-12-12,Pacers,• Georges Niang,,activated from IL
2016-12-13,Blazers,,• Al-Farouq Aminu,placed on IL with bruised back
2016-12-13,Blazers,• Tim Quarterman,,activated from IL
2016-12-13,Bulls,,• Rajon Rondo,placed on IL with sprained right ankle
2016-12-13,Bulls,• R.J. Hunter,,activated from IL
2016-12-13,Cavaliers,,• Kyrie Irving,placed on IL for rest
2016-12-13,Hawks,,• (James) Mike Scott,placed on IL
2016-12-13,Hawks,• Kent Bazemore,,activated from IL
2016-12-13,Knicks,,• Marshall Plumlee,placed on IL
2016-12-13,Knicks,• Kyle O'Quinn,,activated from IL
2016-12-13,Magic,,• C.J. Wilcox,placed on IL
2016-12-13,Rockets,• Chinanu Onuaku,,activated from IL
2016-12-13,Timberwolves,,• John Lucas III,placed on IL
2016-12-13,Timberwolves,• Nemanja Bjelica,,activated from IL
2016-12-13,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-12-13,Warriors,• Damian Jones,,activated from IL
2016-12-14,Celtics,,• Gerald Green (b. 1986-01-26),placed on IL with sore left hip
 Date, Team, Acquired, Relinquished, Notes
2016-12-14,Celtics,• Jordan Mickey,,activated from IL
2016-12-14,Jazz,,• George Hill,placed on IL with sprained left big toe
2016-12-14,Jazz,• Derrick Favors,,activated from IL
2016-12-14,Kings,,• Ben McLemore,placed on IL for quadriceps injury / rest
2016-12-14,Kings,,• Rudy Gay,placed on IL for right hip flexor injury
2016-12-14,Kings,• Malachi Richardson,,activated from IL
2016-12-14,Kings,• Skal Labissiere,,activated from IL
2016-12-14,Magic,• C.J. Wilcox,,activated from IL
2016-12-14,Nets,,• Jeremy Lin,placed on IL with sore back / tightness in back
2016-12-14,Nets,• Justin Hamilton (b),,activated from IL
2016-12-14,Pistons,,• Henry Ellenson,placed on IL
2016-12-14,Pistons,• Kentavious Caldwell-Pope,,activated from IL
2016-12-14,Rockets,,• Chinanu Onuaku,placed on IL
2016-12-14,Spurs,,• LaMarcus Aldridge,placed on IL for rest
2016-12-14,Spurs,• Bryn Forbes,,activated from IL
2016-12-15,Bucks,,• Michael Beasley,placed on IL with sprained left foot
2016-12-15,Bucks,• Steve Novak,,activated from IL
2016-12-15,Bulls,,• R.J. Hunter,placed on IL
2016-12-15,Bulls,• Rajon Rondo,,activated from IL
2016-12-15,Knicks,,• Carmelo Anthony,placed on IL with sore right shoulder
2016-12-15,Knicks,,• Derrick Rose,placed on IL with sore lower back
2016-12-15,Knicks,• Marshall Plumlee,,activated from IL
2016-12-15,Knicks,• Maurice Ndour / Maurice N'dour,,activated from IL
2016-12-15,Nuggets,,• Alonzo Gee,placed on IL
2016-12-15,Nuggets,• Gary Harris,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-15,Pelicans,,• Tim Frazier,placed on IL with sprained right wrist
2016-12-15,Pelicans,• Tyreke Evans,,activated from IL
2016-12-15,Suns,,• Alex Len,placed on IL
2016-12-15,Warriors,,• Damian Jones,placed on IL
2016-12-15,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-12-15,Suns,• Derrick Jones Jr.,,activated from IL
2016-12-16,Celtics,,• Demetrius Jackson,placed on IL
2016-12-16,Celtics,• Isaiah Thomas,,activated from IL
2016-12-16,Grizzlies,,• Wade Baldwin IV,placed on IL
2016-12-16,Grizzlies,• Mike Conley Jr.,,activated from IL
2016-12-16,Kings,,• Omri Casspi,placed on IL with illness
2016-12-16,Kings,• Ben McLemore,,activated from IL
2016-12-16,Lakers,,• Ivica Zubac,placed on IL
2016-12-16,Lakers,• Tarik Black,,activated from IL
2016-12-16,Magic,,• C.J. Wilcox,placed on IL
2016-12-16,Magic,,• Stephen Zimmerman Jr.,placed on IL
2016-12-16,Magic,• Nikola Vucevic,,activated from IL
2016-12-16,Nets,,• Justin Hamilton (b),placed on IL
2016-12-16,Nets,• Jeremy Lin,,activated from IL
2016-12-16,Pelicans,,• Tyreke Evans,placed on IL for rest
2016-12-16,Pelicans,• Tim Frazier,,activated from IL
2016-12-16,Rockets,• Chinanu Onuaku,,activated from IL
2016-12-16,Rockets,,• Bobby Brown,placed on IL
2016-12-17,Cavaliers,,• Chris Andersen,placed on IL with torn ACL in right knee
2016-12-17,Cavaliers,• Kyrie Irving,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-17,Hawks,,• DeAndre' Bembry / DeAndre Bembry,placed on IL
2016-12-17,Hawks,• (James) Mike Scott,,activated from IL
2016-12-17,Knicks,,• Marshall Plumlee,placed on IL
2016-12-17,Knicks,• Carmelo Anthony,,activated from IL
2016-12-17,Lakers,,• D'Angelo Russell,placed on IL for rest
2016-12-17,Lakers,• Ivica Zubac,,activated from IL
2016-12-17,Pistons,,• Jon Leuer,placed on IL with back spasms
2016-12-17,Suns,,• Derrick Jones Jr.,placed on IL
2016-12-17,Suns,,• John Jenkins,placed on IL
2016-12-17,Suns,• Alex Len,,activated from IL
2016-12-17,Suns,• T.J. Warren,,activated from IL
2016-12-17,Warriors,,• Anderson Varejao,placed on IL
2016-12-17,Warriors,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2016-12-17,Pistons,• Henry Ellenson,,activated from IL
2016-12-18,Celtics,,• Jordan Mickey,placed on IL
2016-12-18,Celtics,• Gerald Green (b. 1986-01-26),,activated from IL
2016-12-18,Kings,• Omri Casspi,,activated from IL
2016-12-18,Nets,,• Spencer Dinwiddie,placed on IL
2016-12-18,Nets,• Justin Hamilton (b),,activated from IL
2016-12-18,Pelicans,• Tyreke Evans,,activated from IL
2016-12-18,Spurs,• LaMarcus Aldridge,,activated from IL
2016-12-18,Spurs,,• Bryn Forbes,placed on IL
2016-12-19,Hawks,,• Dwight Howard,placed on IL with sore back
2016-12-19,Hawks,• DeAndre' Bembry / DeAndre Bembry,,activated from IL
2016-12-19,Mavericks,,• Andrew Bogut,placed on IL with bone bruise in right knee
 Date, Team, Acquired, Relinquished, Notes
2016-12-19,Mavericks,• Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
2016-12-19,Pistons,,• Michael Gbinije,placed on IL
2016-12-19,Pistons,• Jon Leuer,,activated from IL
2016-12-19,Thunder,,• Victor Oladipo,placed on IL with sprained right wrist
2016-12-19,Thunder,• Josh Huestis,,activated from IL
2016-12-20,Celtics,,• James Young,placed on IL
2016-12-20,Celtics,• Jordan Mickey,,activated from IL
2016-12-20,Clippers,,• Blake Griffin,placed on IL with arthroscopic surgery on right knee
2016-12-20,Knicks,• Derrick Rose,,activated from IL
2016-12-20,Lakers,,• Tarik Black,placed on IL with sore right ankle
2016-12-20,Lakers,• D'Angelo Russell,,activated from IL
2016-12-20,Nets,,• Brook Lopez,placed on IL for rest
2016-12-20,Nets,• Spencer Dinwiddie,,activated from IL
2016-12-20,Pelicans,,• Tyreke Evans,placed on IL
2016-12-20,Rockets,,• Clint Capela,placed on IL with fractured fibula in left leg
2016-12-20,Rockets,• Chinanu Onuaku,,activated from IL
2016-12-20,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-12-20,Warriors,• Anderson Varejao,,activated from IL
2016-12-20,Clippers,• Diamond Stone,,activated from IL
2016-12-20,Knicks,,• Maurice Ndour / Maurice N'dour,placed on IL
2016-12-21,Blazers,,• Evan Turner,placed on IL with sprained left ankle
2016-12-21,Blazers,• Al-Farouq Aminu,,activated from IL
2016-12-21,Grizzlies,,• Deyonta Davis,placed on IL with plantar fasciitis in left foot (DTD)
2016-12-21,Grizzlies,• Chandler Parsons,,activated from IL
2016-12-21,Pelicans,,• Reggie Williams,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-21,Pelicans,• Tyreke Evans,,activated from IL
2016-12-22,Celtics,,• Jordan Mickey,placed on IL
2016-12-22,Celtics,• James Young,,activated from IL
2016-12-22,Magic,• Stephen Zimmerman Jr.,,activated from IL
2016-12-22,Nets,,• Isaiah Whitehead,placed on IL with sore left foot
2016-12-22,Nets,• Brook Lopez,,activated from IL
2016-12-22,Rockets,,• Chinanu Onuaku,placed on IL
2016-12-22,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL for rest
2016-12-22,Spurs,,• Nicolas Laprovittola,placed on IL
2016-12-22,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-12-22,Spurs,• Bryn Forbes,,activated from IL
2016-12-22,Spurs,• Dejounte Murray,,activated from IL
2016-12-23,Bucks,,• Rashad Vaughn,placed on IL with sprained left ankle
2016-12-23,Lakers,,• Larry Nance Jr.,placed on IL with bone bruise in left knee
2016-12-23,Lakers,• Jose Calderon,,activated from IL
2016-12-23,Magic,,• Evan Fournier,placed on IL with right heel injury
2016-12-23,Magic,• C.J. Wilcox,,activated from IL
2016-12-23,Mavericks,,• Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with sore left Achilles
2016-12-23,Mavericks,• Dirk Nowitzki,,activated from IL
2016-12-23,Nets,,• Trevor Booker,placed on IL
2016-12-23,Nets,• Chris McCullough,,activated from IL
2016-12-23,Pelicans,,• Terrence Jones,placed on IL with illness
2016-12-23,Pelicans,• Reggie Williams,,activated from IL
2016-12-23,Spurs,,• Pau Gasol,placed on IL for rest
2016-12-23,Spurs,• Nicolas Laprovittola,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-23,Warriors,,• James Michael McAdoo / James McAdoo (Michael),placed on IL
2016-12-23,Bucks,• Michael Beasley,,activated from IL
2016-12-23,Lakers,• Tarik Black,,activated from IL
2016-12-25,Lakers,,• Metta World Peace / Ron Artest,placed on IL
2016-12-25,Spurs,,• Bryn Forbes,placed on IL
2016-12-25,Spurs,,• Nicolas Laprovittola,placed on IL
2016-12-25,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2016-12-25,Spurs,• Pau Gasol,,activated from IL
2016-12-26,Blazers,,• Damian Lillard,placed on IL with sprained left ankle
2016-12-26,Blazers,• Evan Turner,,activated from IL
2016-12-26,Bulls,,• Doug McDermott,placed on IL with bruised shin
2016-12-26,Bulls,• Michael Carter-Williams,,activated from IL
2016-12-26,Hawks,,• Tim Hardaway Jr.,placed on IL
2016-12-26,Hawks,• Dwight Howard,,activated from IL
2016-12-26,Kings,,• Arron Afflalo,placed on IL with sprained right elbow
2016-12-26,Kings,• Rudy Gay,,activated from IL
2016-12-26,Nets,,• Chris McCullough,placed on IL
2016-12-26,Nets,,• Spencer Dinwiddie,placed on IL
2016-12-26,Nets,• Isaiah Whitehead,,activated from IL
2016-12-26,Nets,• Trevor Booker,,activated from IL
2016-12-26,Pelicans,,• Reggie Williams,placed on IL
2016-12-26,Pelicans,• Terrence Jones,,activated from IL
2016-12-26,Pistons,,• Boban Marjanovic,placed on IL
2016-12-26,Pistons,• Michael Gbinije,,activated from IL
2016-12-27,Celtics,,• James Young,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-27,Celtics,• Jordan Mickey,,activated from IL
2016-12-27,Mavericks,• Andrew Bogut,,activated from IL
2016-12-27,Rockets,• Bobby Brown,,activated from IL
2016-12-27,Rockets,,• Chinanu Onuaku,placed on IL
2016-12-27,Mavericks,,• A.J. Hammons,placed on IL
2016-12-28,Bulls,,• Paul Zipser,placed on IL
2016-12-28,Bulls,• Doug McDermott,,activated from IL
2016-12-28,Hawks,• Tim Hardaway Jr.,,activated from IL
2016-12-28,Kings,,• Rudy Gay,placed on IL with strained right hip flexor
2016-12-28,Kings,• Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,,activated from IL
2016-12-28,Knicks,,• Courtney Lee,placed on IL with sore right wrist
2016-12-28,Knicks,• Marshall Plumlee,,activated from IL
2016-12-28,Nets,,• Jeremy Lin,placed on IL with strained left hamstring
2016-12-28,Nets,• Spencer Dinwiddie,,activated from IL
2016-12-28,Pacers,,• Rodney Stuckey,placed on IL with sore left hamstring
2016-12-28,Pacers,• Monta Ellis,,activated from IL
2016-12-28,Pistons,,• Michael Gbinije,placed on IL
2016-12-28,Pistons,• Boban Marjanovic,,activated from IL
2016-12-29,Celtics,,• Jordan Mickey,placed on IL
2016-12-29,Celtics,• James Young,,activated from IL
2016-12-29,Grizzlies,,• Troy Williams,placed on IL
2016-12-29,Grizzlies,• Wade Baldwin IV,,activated from IL
2016-12-29,Jazz,,• Dante Exum,placed on IL with patellar tendinitis in left knee
2016-12-29,Jazz,• George Hill,,activated from IL
2016-12-29,Lakers,• Metta World Peace / Ron Artest,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2016-12-29,Mavericks,,• Dirk Nowitzki,placed on IL with illness
2016-12-29,Mavericks,• A.J. Hammons,,activated from IL
2016-12-29,Lakers,,• Ivica Zubac,placed on IL
2016-12-30,Mavericks,,• Andrew Bogut,placed on IL for rest
2016-12-30,Mavericks,• Dirk Nowitzki,,activated from IL
2016-12-30,Warriors,,• Anderson Varejao,placed on IL
2016-12-30,Warriors,• James Michael McAdoo / James McAdoo (Michael),,activated from IL
2016-12-30,Knicks,,• Marshall Plumlee,placed on IL
2016-12-30,Knicks,,• Ron Baker,placed on IL
2016-12-30,Knicks,• Courtney Lee,,activated from IL
2016-12-30,Knicks,• Maurice Ndour / Maurice N'dour,,activated from IL
2016-12-30,Warriors,,• Patrick McCaw,placed on IL with flu
2016-12-30,Warriors,• Damian Jones,,activated from IL
2016-12-31,Hornets,,• Marco Belinelli,placed on IL with sprained left ankle
2016-12-31,Knicks,,• Kristaps Porzingis,placed on IL with sore left Achilles
2016-12-31,Knicks,,• Kyle O'Quinn,placed on IL with flu
2016-12-31,Thunder,,• Josh Huestis,placed on IL
2016-12-31,Thunder,• Victor Oladipo,,activated from IL
2016-12-31,Hornets,• Aaron Harrison,,activated from IL
2016-12-31,Knicks,• Marshall Plumlee,,activated from IL
2016-12-31,Knicks,• Ron Baker,,activated from IL
2017-01-01,Hawks,,• Taurean Prince,placed on IL
2017-01-01,Jazz,,• George Hill,placed on IL
2017-01-01,Lakers,,• Metta World Peace / Ron Artest,placed on IL
2017-01-01,Lakers,• Ivica Zubac,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2017-01-01,Magic,,• Stephen Zimmerman Jr.,placed on IL
2017-01-01,Magic,• Arinze Onuaku,,"""activated"""
2017-01-02,Bulls,,• Dwyane Wade,placed on IL with swelling in knee
2017-01-02,Bulls,• Paul Zipser,,activated from IL
2017-01-02,Hornets,,• Cody Zeller,placed on IL with concussion (DTD)
2017-01-02,Hornets,• Christian Wood,,activated from IL
2017-01-02,Jazz,• Alec Burks,,activated from IL
2017-01-02,Knicks,,• Marshall Plumlee,placed on IL
2017-01-02,Knicks,• Kyle O'Quinn,,activated from IL
2017-01-02,Nuggets,,• Darrell Arthur,placed on IL with sore left knee
2017-01-02,Nuggets,,• Kenneth Faried,placed on IL with sore lower back
2017-01-02,Nuggets,• Alonzo Gee,,activated from IL
2017-01-02,Nuggets,• Malik Beasley,,activated from IL
2017-01-02,Warriors,,• Damian Jones,placed on IL
2017-01-02,Warriors,• Anderson Varejao,,activated from IL
2017-01-02,Jazz,,• Joel Bolomboy,placed on IL
2017-01-03,Celtics,,• James Young,placed on IL with sprained right ankle
2017-01-03,Celtics,,• Tyler Zeller,placed on IL with illness
